Datetime,Concentration
2021-08-17,26.869565217391305
2021-08-18,20.59090909090909
2021-08-19,32.26086956521739
2021-08-20,34.73913043478261
2021-08-21,26.08695652173913
2021-08-22,34.40909090909091
2021-08-23,31.291666666666668
2021-08-24,40.34782608695652
2021-08-25,36.08695652173913
2021-08-26,32.0
2021-08-27,27.217391304347824
2021-08-28,27.08695652173913
2021-08-29,30.391304347826086
2021-08-30,31.545454545454547
2021-08-31,25.318181818181817
2021-09-01,23.73913043478261
2021-09-02,24.391304347826086
2021-09-03,16.772727272727273
2021-09-04,24.608695652173914
2021-09-05,31.916666666666668
2021-09-06,24.391304347826086
2021-09-07,31.318181818181817
2021-09-08,31.0
2021-09-09,21.136363636363637
2021-09-10,19.5
2021-09-11,33.68181818181818
2021-09-12,33.130434782608695
2021-09-13,21.533333333333335
2021-09-14,
2021-09-15,24.391304347826086
2021-09-16,22.272727272727273
2021-09-17,21.545454545454547
2021-09-18,27.0
2021-09-19,16.217391304347824
2021-09-20,20.095238095238095
2021-09-21,32.47826086956522
2021-09-22,14.863636363636363
2021-09-23,16.681818181818183
2021-09-24,16.94736842105263
2021-09-25,
2021-09-26,20.318181818181817
2021-09-27,29.217391304347824
2021-09-28,16.90909090909091
2021-09-29,16.91304347826087
2021-09-30,13.272727272727273
2021-10-01,13.842105263157896
2021-10-02,39.13636363636363
2021-10-03,15.136363636363637
2021-10-04,9.608695652173912
2021-10-05,4.0
2021-10-06,10.736842105263158
2021-10-07,11.6
2021-10-08,18.782608695652176
2021-10-09,19.454545454545453
2021-10-10,22.59090909090909
2021-10-11,21.043478260869566
2021-10-12,19.52173913043478
2021-10-13,12.590909090909092
2021-10-14,27.22222222222222
2021-10-15,8.363636363636363
2021-10-16,24.652173913043477
2021-10-17,25.782608695652176
2021-10-18,19.318181818181817
2021-10-19,25.523809523809526
2021-10-20,23.181818181818183
2021-10-21,15.863636363636363
2021-10-22,17.52173913043478
2021-10-23,12.363636363636363
2021-10-24,
2021-10-25,18.125
2021-10-26,11.125
2021-10-27,15.416666666666666
2021-10-28,17.666666666666668
2021-10-29,20.041666666666668
2021-10-30,20.708333333333332
2021-10-31,19.791666666666668
2021-11-01,21.208333333333332
2021-11-02,17.583333333333332
2021-11-03,16.904761904761905
2021-11-04,
2021-11-05,
2021-11-06,18.842105263157894
2021-11-07,18.5
2021-11-08,
2021-11-09,9.19047619047619
2021-11-10,11.590909090909092
2021-11-11,24.041666666666668
2021-11-12,22.666666666666668
2021-11-13,16.083333333333332
2021-11-14,13.523809523809524
2021-11-15,10.285714285714286
2021-11-16,13.541666666666666
2021-11-17,15.583333333333334
2021-11-18,21.75
2021-11-19,21.125
2021-11-20,16.80952380952381
2021-11-21,16.19047619047619
2021-11-22,23.75
2021-11-23,17.083333333333332
2021-11-24,15.666666666666666
2021-11-25,8.333333333333334
2021-11-26,21.416666666666668
2021-11-27,22.583333333333332
2021-11-28,22.5
2021-11-29,
2021-11-30,9.454545454545455
2021-12-01,20.083333333333332
2021-12-02,21.0
2021-12-03,29.375
2021-12-04,22.916666666666668
2021-12-05,20.875
2021-12-06,20.75
2021-12-07,22.25
2021-12-08,13.0
2021-12-09,22.791666666666668
2021-12-10,
2021-12-11,20.291666666666668
2021-12-12,25.458333333333332
2021-12-13,16.458333333333332
2021-12-14,19.166666666666668
2021-12-15,17.75
2021-12-16,22.416666666666668
2021-12-17,22.416666666666668
2021-12-18,22.0
2021-12-19,23.17391304347826
2021-12-20,
2021-12-21,22.291666666666668
2021-12-22,23.25
2021-12-23,23.958333333333332
2021-12-24,18.458333333333332
2021-12-25,11.5
2021-12-26,22.041666666666668
2021-12-27,16.125
2021-12-28,14.083333333333334
2021-12-29,9.0
2021-12-30,12.875
2021-12-31,7.083333333333333
2022-01-01,14.916666666666666
2022-01-02,27.166666666666668
2022-01-03,17.5
2022-01-04,14.333333333333334
2022-01-05,18.041666666666668
2022-01-06,15.833333333333334
2022-01-07,21.625
2022-01-08,20.875
2022-01-09,25.416666666666668
2022-01-10,29.333333333333332
2022-01-11,19.541666666666668
2022-01-12,17.625
2022-01-13,13.333333333333334
2022-01-14,28.25
2022-01-15,20.916666666666668
2022-01-16,18.791666666666668
2022-01-17,28.416666666666668
2022-01-18,25.458333333333332
2022-01-19,24.625
2022-01-20,20.166666666666668
2022-01-21,11.625
2022-01-22,14.333333333333334
2022-01-23,25.416666666666668
2022-01-24,11.041666666666666
2022-01-25,16.416666666666668
2022-01-26,16.5
2022-01-27,19.083333333333332
2022-01-28,28.125
2022-01-29,19.5
2022-01-30,21.166666666666668
2022-01-31,17.041666666666668
2022-02-01,20.75
2022-02-02,21.333333333333332
2022-02-03,27.458333333333332
2022-02-04,23.541666666666668
2022-02-05,22.458333333333332
2022-02-06,32.083333333333336
2022-02-07,25.375
2022-02-08,19.5
2022-02-09,23.291666666666668
2022-02-10,24.75
2022-02-11,25.666666666666668
2022-02-12,25.666666666666668
2022-02-13,26.333333333333332
2022-02-14,24.375
2022-02-15,25.125
2022-02-16,34.416666666666664
2022-02-17,25.583333333333332
2022-02-18,31.25
2022-02-19,32.541666666666664
2022-02-20,33.125
2022-02-21,30.25
2022-02-22,18.083333333333332
2022-02-23,25.333333333333332
2022-02-24,29.375
2022-02-25,33.0
2022-02-26,24.291666666666668
2022-02-27,35.958333333333336
2022-02-28,28.708333333333332
2022-03-01,28.375
2022-03-02,31.833333333333332
2022-03-03,29.458333333333332
2022-03-04,20.875
2022-03-05,25.708333333333332
2022-03-06,27.041666666666668
2022-03-07,28.666666666666668
2022-03-08,34.0
2022-03-09,22.041666666666668
2022-03-10,30.625
2022-03-11,28.583333333333332
2022-03-12,35.5
2022-03-13,28.90909090909091
2022-03-14,18.166666666666668
2022-03-15,21.458333333333332
2022-03-16,20.75
2022-03-17,14.541666666666666
2022-03-18,24.708333333333332
2022-03-19,25.666666666666668
2022-03-20,27.583333333333332
2022-03-21,30.166666666666668
2022-03-22,28.75
2022-03-23,33.833333333333336
2022-03-24,20.625
2022-03-25,21.541666666666668
2022-03-26,18.625
2022-03-27,24.25
2022-03-28,27.875
2022-03-29,30.083333333333332
2022-03-30,30.083333333333332
2022-03-31,28.875
2022-04-01,29.875
2022-04-02,30.083333333333332
2022-04-03,33.083333333333336
2022-04-04,27.125
2022-04-05,34.416666666666664
2022-04-06,36.791666666666664
2022-04-07,27.25
2022-04-08,19.916666666666668
2022-04-09,21.75
2022-04-10,30.583333333333332
2022-04-11,22.708333333333332
2022-04-12,33.708333333333336
2022-04-13,26.708333333333332
2022-04-14,30.125
2022-04-15,35.625
2022-04-16,28.875
2022-04-17,26.541666666666668
2022-04-18,23.625
2022-04-19,21.875
2022-04-20,27.291666666666668
2022-04-21,31.166666666666668
2022-04-22,27.375
2022-04-23,28.583333333333332
2022-04-24,39.708333333333336
2022-04-25,20.958333333333332
2022-04-26,23.166666666666668
2022-04-27,21.75
2022-04-28,32.458333333333336
2022-04-29,35.541666666666664
2022-04-30,33.291666666666664
2022-05-01,35.625
2022-05-02,14.375
2022-05-03,19.166666666666668
2022-05-04,25.291666666666668
2022-05-05,25.375
2022-05-06,26.875
2022-05-07,40.166666666666664
2022-05-08,34.791666666666664
2022-05-09,33.166666666666664
2022-05-10,43.083333333333336
2022-05-11,38.63636363636363
2022-05-12,
2022-05-13,30.416666666666668
2022-05-14,23.958333333333332
2022-05-15,36.916666666666664
2022-05-16,35.458333333333336
2022-05-17,15.833333333333334
2022-05-18,25.25
2022-05-19,25.791666666666668
2022-05-20,31.875
2022-05-21,31.333333333333332
2022-05-22,23.875
2022-05-23,22.541666666666668
2022-05-24,19.708333333333332
2022-05-25,28.0
2022-05-26,26.0
2022-05-27,24.136363636363637
2022-05-28,25.541666666666668
2022-05-29,33.666666666666664
2022-05-30,39.75
2022-05-31,41.125
2022-06-01,24.19047619047619
2022-06-02,23.0
2022-06-03,29.708333333333332
2022-06-04,28.916666666666668
2022-06-05,32.958333333333336
2022-06-06,26.875
2022-06-07,29.416666666666668
2022-06-08,25.083333333333332
2022-06-09,28.916666666666668
2022-06-10,27.75
2022-06-11,32.291666666666664
2022-06-12,29.541666666666668
2022-06-13,24.708333333333332
2022-06-14,24.583333333333332
2022-06-15,26.208333333333332
2022-06-16,34.333333333333336
2022-06-17,31.0
2022-06-18,28.708333333333332
2022-06-19,30.541666666666668
2022-06-20,34.0
2022-06-21,47.583333333333336
2022-06-22,
2022-06-23,24.541666666666668
2022-06-24,35.75
2022-06-25,42.0
2022-06-26,43.791666666666664
2022-06-27,26.791666666666668
2022-06-28,29.25
2022-06-29,30.541666666666668
2022-06-30,33.5
2022-07-01,47.125
2022-07-02,32.166666666666664
2022-07-03,24.708333333333332
2022-07-04,29.833333333333332
2022-07-05,29.52173913043478
2022-07-06,25.041666666666668
2022-07-07,27.25
2022-07-08,22.083333333333332
2022-07-09,22.916666666666668
2022-07-10,24.75
2022-07-11,38.125
2022-07-12,33.625
2022-07-13,21.458333333333332
2022-07-14,21.5
2022-07-15,30.041666666666668
2022-07-16,38.916666666666664
2022-07-17,40.958333333333336
2022-07-18,35.0
2022-07-19,38.083333333333336
2022-07-20,46.0
2022-07-21,31.625
2022-07-22,28.916666666666668
2022-07-23,45.166666666666664
2022-07-24,43.166666666666664
2022-07-25,24.5
2022-07-26,23.583333333333332
2022-07-27,31.875
2022-07-28,27.916666666666668
2022-07-29,21.708333333333332
2022-07-30,17.916666666666668
2022-07-31,24.166666666666668
2022-08-01,32.375
2022-08-02,23.583333333333332
2022-08-03,27.541666666666668
2022-08-04,25.625
2022-08-05,28.333333333333332
2022-08-06,29.166666666666668
2022-08-07,35.333333333333336
2022-08-08,30.958333333333332
2022-08-09,17.0
2022-08-10,29.708333333333332
2022-08-11,22.083333333333332
2022-08-12,25.166666666666668
2022-08-13,32.333333333333336
2022-08-14,29.083333333333332
2022-08-15,28.833333333333332
2022-08-16,25.875
2022-08-17,20.625
2022-08-18,24.208333333333332
2022-08-19,23.166666666666668
2022-08-20,33.041666666666664
2022-08-21,35.333333333333336
2022-08-22,25.333333333333332
2022-08-23,20.875
2022-08-24,18.166666666666668
2022-08-25,8.958333333333334
2022-08-26,16.291666666666668
2022-08-27,19.166666666666668
2022-08-28,22.083333333333332
2022-08-29,30.458333333333332
2022-08-30,24.625
2022-08-31,19.583333333333332
2022-09-01,22.041666666666668
2022-09-02,20.791666666666668
2022-09-03,30.458333333333332
2022-09-04,11.625
2022-09-05,12.916666666666666
2022-09-06,17.583333333333332
2022-09-07,16.541666666666668
2022-09-08,19.833333333333332
2022-09-09,21.958333333333332
2022-09-10,29.625
2022-09-11,27.375
2022-09-12,16.583333333333332
2022-09-13,20.708333333333332
2022-09-14,17.666666666666668
2022-09-15,15.041666666666666
2022-09-16,14.25
2022-09-17,25.791666666666668
2022-09-18,28.666666666666668
2022-09-19,24.458333333333332
2022-09-20,18.125
2022-09-21,23.125
2022-09-22,21.041666666666668
2022-09-23,21.291666666666668
2022-09-24,16.375
2022-09-25,19.291666666666668
2022-09-26,21.291666666666668
2022-09-27,15.583333333333334
2022-09-28,11.083333333333334
2022-09-29,14.416666666666666
2022-09-30,10.458333333333334
2022-10-01,9.444444444444445
2022-10-02,16.458333333333332
2022-10-03,15.083333333333334
2022-10-04,12.25
2022-10-05,15.125
2022-10-06,21.333333333333332
2022-10-07,19.416666666666668
2022-10-08,21.333333333333332
2022-10-09,25.208333333333332
2022-10-10,20.833333333333332
2022-10-11,20.958333333333332
2022-10-12,34.541666666666664
2022-10-13,22.0
2022-10-14,20.25
2022-10-15,23.666666666666668
2022-10-16,15.625
2022-10-17,11.166666666666666
2022-10-18,8.208333333333334
2022-10-19,10.708333333333334
2022-10-20,16.375
2022-10-21,24.25
2022-10-22,33.375
2022-10-23,24.083333333333332
2022-10-24,24.708333333333332
2022-10-25,16.708333333333332
2022-10-26,11.166666666666666
2022-10-27,16.916666666666668
2022-10-28,12.041666666666666
2022-10-29,11.125
2022-10-30,14.666666666666666
2022-10-31,7.083333333333333
2022-11-01,11.416666666666666
2022-11-02,13.875
2022-11-03,10.291666666666666
2022-11-04,20.125
2022-11-05,30.416666666666668
2022-11-06,30.5
2022-11-07,22.083333333333332
2022-11-08,11.954545454545455
2022-11-09,17.541666666666668
2022-11-10,18.875
2022-11-11,9.625
2022-11-12,14.291666666666666
2022-11-13,22.541666666666668
2022-11-14,23.75
2022-11-15,21.416666666666668
2022-11-16,12.375
2022-11-17,20.875
2022-11-18,20.083333333333332
2022-11-19,20.791666666666668
2022-11-20,26.875
2022-11-21,21.208333333333332
2022-11-22,12.625
2022-11-23,8.166666666666666
2022-11-24,5.541666666666667
2022-11-25,21.083333333333332
2022-11-26,16.791666666666668
2022-11-27,15.75
2022-11-28,21.208333333333332
2022-11-29,17.0
2022-11-30,17.5
2022-12-01,21.583333333333332
2022-12-02,12.833333333333334
2022-12-03,23.75
2022-12-04,21.333333333333332
2022-12-05,16.291666666666668
2022-12-06,14.916666666666666
2022-12-07,9.083333333333334
2022-12-08,19.291666666666668
2022-12-09,16.666666666666668
2022-12-10,24.208333333333332
2022-12-11,15.958333333333334
2022-12-12,18.416666666666668
2022-12-13,12.608695652173912
2022-12-14,18.208333333333332
2022-12-15,26.458333333333332
2022-12-16,12.041666666666666
2022-12-17,9.458333333333334
2022-12-18,13.666666666666666
2022-12-19,18.708333333333332
2022-12-20,14.083333333333334
2022-12-21,11.083333333333334
2022-12-22,21.458333333333332
2022-12-23,23.208333333333332
2022-12-24,27.208333333333332
2022-12-25,29.583333333333332
2022-12-26,24.208333333333332
2022-12-27,21.666666666666668
2022-12-28,20.125
2022-12-29,20.833333333333332
2022-12-30,15.75
2022-12-31,15.125
2023-01-01,15.541666666666666
2023-01-02,16.833333333333332
2023-01-03,12.541666666666666
2023-01-04,16.833333333333332
2023-01-05,12.25
2023-01-06,9.833333333333334
2023-01-07,21.833333333333332
2023-01-08,25.0
2023-01-09,21.333333333333332
2023-01-10,24.833333333333332
2023-01-11,18.291666666666668
2023-01-12,8.125
2023-01-13,23.5
2023-01-14,27.666666666666668
2023-01-15,11.208333333333334
2023-01-16,13.541666666666666
2023-01-17,12.541666666666666
2023-01-18,14.125
2023-01-19,22.875
2023-01-20,14.083333333333334
2023-01-21,24.208333333333332
2023-01-22,17.25
2023-01-23,19.875
2023-01-24,18.5
2023-01-25,13.333333333333334
2023-01-26,19.523809523809526
2023-01-27,17.333333333333332
2023-01-28,29.208333333333332
2023-01-29,24.791666666666668
2023-01-30,20.791666666666668
2023-01-31,26.0
2023-02-01,21.208333333333332
2023-02-02,27.0
2023-02-03,29.75
2023-02-04,18.166666666666668
2023-02-05,20.625
2023-02-06,23.833333333333332
2023-02-07,24.75
2023-02-08,23.583333333333332
2023-02-09,13.791666666666666
2023-02-10,25.291666666666668
2023-02-11,30.666666666666668
2023-02-12,18.375
2023-02-13,21.666666666666668
2023-02-14,22.083333333333332
2023-02-15,28.25
2023-02-16,23.583333333333332
2023-02-17,28.541666666666668
2023-02-18,21.791666666666668
2023-02-19,23.333333333333332
2023-02-20,29.375
2023-02-21,28.083333333333332
2023-02-22,29.083333333333332
2023-02-23,27.208333333333332
2023-02-24,28.541666666666668
2023-02-25,28.583333333333332
2023-02-26,35.708333333333336
2023-02-27,30.791666666666668
2023-02-28,28.208333333333332
2023-03-01,23.125
2023-03-02,31.0
2023-03-03,32.291666666666664
2023-03-04,35.458333333333336
2023-03-05,22.583333333333332
2023-03-06,17.416666666666668
2023-03-07,37.5
2023-03-08,37.166666666666664
2023-03-09,34.958333333333336
2023-03-10,31.083333333333332
2023-03-11,33.125
2023-03-12,26.227272727272727
2023-03-13,28.416666666666668
2023-03-14,32.791666666666664
2023-03-15,38.75
2023-03-16,27.791666666666668
2023-03-17,34.416666666666664
2023-03-18,36.583333333333336
2023-03-19,38.791666666666664
2023-03-20,33.083333333333336
2023-03-21,34.375
2023-03-22,29.041666666666668
2023-03-23,22.75
2023-03-24,29.458333333333332
2023-03-25,32.708333333333336
2023-03-26,37.166666666666664
2023-03-27,27.59090909090909
2023-03-28,22.541666666666668
2023-03-29,30.666666666666668
2023-03-30,34.291666666666664
2023-03-31,26.458333333333332
2023-04-01,35.083333333333336
2023-04-02,37.791666666666664
2023-04-03,27.625
2023-04-04,29.833333333333332
2023-04-05,27.708333333333332
2023-04-06,35.5
2023-04-07,38.291666666666664
2023-04-08,34.708333333333336
2023-04-09,36.541666666666664
2023-04-10,32.416666666666664
2023-04-11,44.5
2023-04-12,41.833333333333336
2023-04-13,43.791666666666664
2023-04-14,43.333333333333336
2023-04-15,47.333333333333336
2023-04-16,41.75
2023-04-17,27.375
2023-04-18,31.666666666666668
2023-04-19,38.125
2023-04-20,41.333333333333336
2023-04-21,34.958333333333336
2023-04-22,25.791666666666668
2023-04-23,33.916666666666664
2023-04-24,28.666666666666668
2023-04-25,30.041666666666668
2023-04-26,19.875
2023-04-27,27.875
2023-04-28,38.125
2023-04-29,36.041666666666664
2023-04-30,25.625
2023-05-01,22.708333333333332
2023-05-02,20.0
2023-05-03,21.916666666666668
2023-05-04,21.791666666666668
2023-05-05,22.75
2023-05-06,23.958333333333332
2023-05-07,21.75
2023-05-08,34.916666666666664
2023-05-09,33.125
2023-05-10,23.541666666666668
2023-05-11,29.0
2023-05-12,47.166666666666664
2023-05-13,37.625
2023-05-14,36.416666666666664
2023-05-15,37.416666666666664
2023-05-16,33.208333333333336
2023-05-17,33.875
2023-05-18,29.708333333333332
2023-05-19,28.458333333333332
2023-05-20,27.25
2023-05-21,30.708333333333332
2023-05-22,28.666666666666668
2023-05-23,27.958333333333332
2023-05-24,29.0
2023-05-25,29.083333333333332
2023-05-26,30.791666666666668
2023-05-27,33.791666666666664
2023-05-28,41.208333333333336
2023-05-29,46.416666666666664
2023-05-30,47.125
2023-05-31,44.375
2023-06-01,44.708333333333336
2023-06-02,50.625
2023-06-03,33.208333333333336
2023-06-04,34.541666666666664
2023-06-05,28.625
2023-06-06,38.125
2023-06-07,34.083333333333336
2023-06-08,22.708333333333332
2023-06-09,21.125
2023-06-10,34.208333333333336
2023-06-11,36.708333333333336
2023-06-12,27.583333333333332
2023-06-13,25.833333333333332
2023-06-14,31.083333333333332
2023-06-15,23.333333333333332
2023-06-16,19.666666666666668
2023-06-17,31.083333333333332
2023-06-18,36.958333333333336
2023-06-19,23.791666666666668
2023-06-20,30.583333333333332
2023-06-21,31.708333333333332
2023-06-22,32.916666666666664
2023-06-23,25.791666666666668
2023-06-24,19.0
2023-06-25,32.0
2023-06-26,33.291666666666664
2023-06-27,28.125
2023-06-28,32.5
2023-06-29,37.291666666666664
2023-06-30,49.5
2023-07-01,41.5
2023-07-02,29.25
2023-07-03,33.75
2023-07-04,30.041666666666668
2023-07-05,36.08695652173913
2023-07-06,30.125
2023-07-07,29.458333333333332
2023-07-08,24.166666666666668
2023-07-09,33.208333333333336
2023-07-10,38.65217391304348
2023-07-11,42.583333333333336
2023-07-12,32.91304347826087
2023-07-13,30.166666666666668
2023-07-14,29.5
2023-07-15,28.375
2023-07-16,39.333333333333336
2023-07-17,35.91304347826087
2023-07-18,19.208333333333332
2023-07-19,23.08695652173913
2023-07-20,29.791666666666668
2023-07-21,27.916666666666668
2023-07-22,25.166666666666668
2023-07-23,25.25
2023-07-24,25.956521739130434
2023-07-25,31.75
2023-07-26,45.69565217391305
2023-07-27,34.75
2023-07-28,36.625
2023-07-29,20.458333333333332
2023-07-30,19.875
2023-07-31,22.608695652173914
2023-08-01,22.0
2023-08-02,22.52173913043478
2023-08-03,44.458333333333336
2023-08-04,29.958333333333332
2023-08-05,
2023-08-06,
2023-08-07,
2023-08-08,
2023-08-09,29.304347826086957
2023-08-10,34.125
2023-08-11,28.041666666666668
2023-08-12,35.0
2023-08-13,21.458333333333332
2023-08-14,23.52173913043478
2023-08-15,18.375
2023-08-16,32.73913043478261
2023-08-17,33.625
2023-08-18,22.083333333333332
2023-08-19,28.166666666666668
2023-08-20,37.625
2023-08-21,25.954545454545453
2023-08-22,23.458333333333332
2023-08-23,20.391304347826086
2023-08-24,21.958333333333332
2023-08-25,21.125
2023-08-26,17.916666666666668
2023-08-27,18.875
2023-08-28,22.0
2023-08-29,32.333333333333336
2023-08-30,18.869565217391305
2023-08-31,19.5
2023-09-01,22.25
2023-09-02,27.291666666666668
2023-09-03,34.5
2023-09-04,41.21739130434783
2023-09-05,
2023-09-06,31.47826086956522
2023-09-07,25.166666666666668
2023-09-08,13.041666666666666
2023-09-09,17.625
2023-09-10,18.666666666666668
2023-09-11,18.47826086956522
2023-09-12,20.708333333333332
2023-09-13,17.565217391304348
2023-09-14,17.25
2023-09-15,18.166666666666668
2023-09-16,21.416666666666668
2023-09-17,27.583333333333332
2023-09-18,19.869565217391305
2023-09-19,20.125
2023-09-20,17.52173913043478
2023-09-21,22.833333333333332
2023-09-22,21.875
2023-09-23,21.083333333333332
2023-09-24,29.0
2023-09-25,28.0
2023-09-26,23.0
2023-09-27,24.130434782608695
2023-09-28,29.166666666666668
2023-09-29,18.458333333333332
2023-09-30,22.916666666666668
2023-10-01,26.291666666666668
2023-10-02,29.304347826086957
2023-10-03,30.458333333333332
2023-10-04,25.217391304347824
2023-10-05,34.666666666666664
2023-10-06,26.958333333333332
2023-10-07,20.416666666666668
2023-10-08,21.333333333333332
2023-10-09,27.52173913043478
2023-10-10,18.0
2023-10-11,9.130434782608695
