Datetime,value,trend,seasonal,resid
2023-01-01,-0.1589307198197526,-0.3640272008719726,0.2441388855634949,-0.039042404511274886
2023-01-02,0.004601945525709,-0.3452230086788404,0.45196009600482445,-0.102135141800275
2023-01-03,-0.1091981870211682,-0.3264846819674632,0.26553678483019055,-0.048250289883895514
2023-01-04,-0.4122639614358755,-0.3078141352652752,-0.09439002552755871,-0.010059800643041628
2023-01-05,-0.1892232364048608,-0.2892125860095502,0.2413395960189296,-0.1413502464142402
2023-01-06,-0.2009303801686448,-0.2706807857074708,0.042814965564782564,0.026935439974043407
2023-01-07,-0.4165290988809073,-0.25221815570723066,-0.0714190242577238,-0.09289191891595283
2023-01-08,-0.1497374110240449,-0.23382387127054577,0.10253022399080935,-0.018443763744308506
2023-01-09,0.1540530597125868,-0.21549625143128487,0.41488532214565516,-0.04533601100178347
2023-01-10,-0.2472750325862063,-0.1972331095051733,-0.08076023905272836,0.03071831597169536
2023-01-11,-0.2754190063276336,-0.1790318469772668,-0.3766913854227402,0.2803042260723734
2023-01-12,-0.1635208340638252,-0.16089063350021424,-0.1527162617954041,0.15008606123179313
2023-01-13,-0.3764106444965656,-0.14281053666428625,-0.33116766417101773,0.0975675563387384
2023-01-14,-0.1021565613437255,-0.1247952497287913,0.20309925476619842,-0.18046056638113261
2023-01-15,0.4599609821779732,-0.10685005690447562,0.546933327006203,0.01987771207624582
2023-01-16,0.2122860704167836,-0.08897973862392113,0.18780832859228117,0.11345748044842356
2023-01-17,-0.0436118199554661,-0.07118987896685562,-0.22382948951646078,0.2514075485278503
2023-01-18,-0.5543679439010023,-0.05348870070636795,-0.5616413004783984,0.06076205728376409
2023-01-19,-0.3862804557211562,-0.035888661180354435,-0.2833622317610639,-0.06702956277973787
2023-01-20,-0.2913994033456325,-0.01840557874347008,0.2775808064406816,-0.5505746310428441
2023-01-21,-0.1591443583523532,-0.0010566184486664023,-0.07117362591268331,-0.08691411399100347
2023-01-22,-0.158074830273502,0.016142615242085302,-0.17167400294115384,-0.002543442574433459
2023-01-23,-0.1961993884800355,0.03317659117092184,-0.3465839516678925,0.11720797201693517
2023-01-24,0.1200225151984915,0.050027428056519295,-0.039071390338561066,0.10906647748053325
2023-01-25,0.0074004813222849,0.06667078165542066,-0.04155465840934332,-0.017715641923792443
2023-01-26,-0.1170110516151854,0.08307031889682541,-0.006367244696519982,-0.1937141258154908
2023-01-27,0.2067643973139391,0.09916937712152707,0.2208284892266418,-0.11323346903422976
2023-01-28,0.2455104374397724,0.11487483041044184,0.10322225535938381,0.027413351669946753
2023-01-29,0.0902987667654782,0.13003095276891183,-0.06805778697393311,0.028325600970499493
2023-01-30,0.1617575770668363,0.14443395746072588,0.0024088445144890905,0.01491477509162134
2023-01-31,0.346626224417738,0.15368882934968608,0.11720152268863641,0.07573587237941548
2023-02-01,0.8497897340098124,0.16212883174329348,0.20145278654015059,0.48620811572636835
2023-02-02,0.8784687437057608,0.16988366670691737,0.2641191672814908,0.44446590971735256
2023-02-03,0.0153240878233354,0.1770723302372845,-0.06192702475216031,-0.09982121766178878
2023-02-04,0.5192688597474306,0.1837489206365872,0.17342721018529647,0.16209272892554694
2023-02-05,0.447522311134702,0.18993167610140996,0.06815629328837085,0.18943434174492116
2023-02-06,0.3938988588465603,0.19569409723789077,-0.08528498689929397,0.2834897485079635
2023-02-07,0.4259850388346351,0.20110282989283226,0.05575942020194748,0.1691227887398554
2023-02-08,0.7409199332641387,0.2061409439691873,0.355744511241975,0.17903447805297645
2023-02-09,0.4004086393297306,0.21072201379915287,-0.005756019231938149,0.19544264476251585
2023-02-10,-0.4259378853476547,0.21471117605243414,-0.3404310139750001,-0.30021804742508873
2023-02-11,0.0523615113012695,0.21797896819358542,-0.10972601083201874,-0.05589144606029717
2023-02-12,1.1861877486963786,0.22041160015765002,-0.32217358442718463,1.2879497329659133
2023-02-13,0.9039929911792222,0.2219236522740835,0.12016012831110369,0.561909210594035
2023-02-14,1.6972493901791512,0.22241651367326254,0.4186276530303885,1.0562052234755002
2023-02-15,0.355728568528987,0.22178855474877848,0.14143036357973202,-0.00749034979952351
2023-02-16,-0.4783652555234489,0.21998677315834275,-0.3107542420793571,-0.38759778660243455
2023-02-17,-0.3076961416606558,0.21703532362351086,-0.4770927951917259,-0.047638670092440716
2023-02-18,0.2112754226702141,0.21301111065147654,-0.03589607437542287,0.034160386394160414
2023-02-19,0.8353876422967659,0.20804346988539746,0.25622608607669267,0.3711180863346757
2023-02-20,0.1012563173045646,0.20229042182149098,-0.03399414343039895,-0.06703996108652743
2023-02-21,-0.0515450300436761,0.1959399165574912,-0.1802925659990725,-0.06719238060209481
2023-02-22,-0.2785822167376866,0.18921317989472172,-0.2501132752681291,-0.21768212136427925
2023-02-23,0.0811174660150857,0.18238016706972207,-0.15642064589759255,0.05515794484295619
2023-02-24,0.0546892707536906,0.17575168150247844,-0.1114320124763299,-0.00963039827245793
2023-02-25,0.382714103603376,0.1696187932570648,-0.019508590306370456,0.23260390065268166
2023-02-26,0.5994246879171828,0.16416713792965698,0.28243015546336026,0.1528273945241656
2023-02-27,0.1436252938253963,0.15950778697620563,0.20763194417136321,-0.22351443732217255
2023-02-28,0.1854878250437058,0.15571956036704068,0.005610323518082697,0.02415794115858244
2023-03-01,0.499671026054193,0.15285212040919322,0.16075121901657996,0.18606768662841983
2023-03-02,0.2795877529855702,0.15090742007308233,-0.014321385546340352,0.1430017184588282
2023-03-03,-0.1662943814039905,0.14979827535348816,-0.047690296973993976,-0.2684023597834847
2023-03-04,-0.0635151952484501,0.14936417509711478,0.2871489431113422,-0.5000283134569071
2023-03-05,0.7115616859384126,0.14943025013551503,-0.05086078590322443,0.612992221706122
2023-03-06,0.5552869081929966,0.14980808155316142,0.10260693776899743,0.3028718888708378
2023-03-07,0.0629542236450443,0.15028371725187123,0.11243858066005367,-0.1997680742668806
2023-03-08,-0.0233799860945773,0.15063343217600972,-0.09625602812849977,-0.07775739014208724
2023-03-09,-0.0300520829124131,0.15063175527240433,0.00798819517117811,-0.18867203335599553
2023-03-10,-0.349516879433158,0.1500812756488341,0.2893861399483132,-0.7889842950303053
2023-03-11,-0.3807845416139177,0.14886606566457247,0.08602165857624001,-0.6156722658547302
2023-03-12,-0.1654815083224263,0.14699789918684253,-0.24297755949623823,-0.06950184801303061
2023-03-13,-0.0642929110724993,0.14456810092328282,-0.031202378874808347,-0.17765863312097377
2023-03-14,-0.3295918143599356,0.14168964217635854,-0.3089094562469985,-0.16237200028929566
2023-03-15,0.1192885190346271,0.13847527086108805,0.035451428773481536,-0.05463818059994248
2023-03-16,1.9685459613624816,0.13507390607771091,0.28563239316633116,1.5478396621184396
2023-03-17,0.0622583779096191,0.13163942119137584,0.10324600859265998,-0.1726270518744167
2023-03-18,-0.1618006493614235,0.12831734947755485,-0.398508142077851,0.10839014323887267
2023-03-19,-0.1622579077614071,0.12519871179600556,-0.39032015899182576,0.10286353943441309
2023-03-20,0.7037968159173826,0.12231599407117359,0.20130059787074528,0.38018022397546375
2023-03-21,0.9254701054941836,0.11962233442684075,0.22024945329964477,0.5855983177676981
2023-03-22,0.4932220945153571,0.11701471564484904,-0.03004011146926832,0.4062474903397763
2023-03-23,0.5316292123147984,0.1142985310265528,-0.19451761416433797,0.6118482954525837
2023-03-24,0.1192741799767466,0.11117957716666114,-0.16478386503805115,0.1728784678481366
2023-03-25,-0.4655006227635078,0.10730715079467372,-0.26435016491202423,-0.3084576086461573
2023-03-26,-0.0903462924855074,0.10229396859490207,-0.20693627661092634,0.014296015530516862
2023-03-27,0.2619448035642395,0.09581818702928005,-0.040757736382802286,0.20688435291776172
2023-03-28,0.617653027509697,0.08774648814469503,0.338963121054363,0.19094341831063893
2023-03-29,0.7338943192705603,0.07818356643547493,0.28279841893610064,0.3729123338989847
2023-03-30,0.2004474179702965,0.06728134738626529,0.083858349978316,0.04930772060571521
2023-03-31,0.1305243116118817,0.055199427411399715,0.33345239288415185,-0.25812750868366985
2023-04-01,-0.2501551001470908,0.04216467235085399,-0.1647951037628333,-0.1275246687351115
2023-04-02,-0.1606738972324872,0.028373820805414056,-0.35157324543754126,0.16252552739964
2023-04-03,0.3318765598433117,0.013937782770222205,0.3085456644638364,0.009393112609253098
2023-04-04,0.0101733151386106,-0.0011099736599869353,-0.03445587672734789,0.04573916552594542
