Datetime,value,trend,seasonal,resid
2024-01-01,-0.0840227105361857,0.3178362378407763,-0.13602458107394258,-0.2658343673030194
2024-01-02,0.4587322959791873,0.30785186993118124,0.026109903118395027,0.12477052292961105
2024-01-03,0.2313845938427492,0.2979402908043783,-0.29493920668752055,0.22838350972589144
2024-01-04,0.3702041815076956,0.2881093512530991,0.0886451876008023,-0.006550357346205848
2024-01-05,0.7422750920672758,0.2783644064036234,0.33468948585965974,0.12922119980399266
2024-01-06,0.5872526890060363,0.26871016760885924,0.05535821649710467,0.2631843049000724
2024-01-07,0.2577657878638522,0.25914950121443336,0.09867460672055713,-0.1000583200711383
2024-01-08,0.7498355486592019,0.2496826153891053,0.5520329465019396,-0.05188001323184299
2024-01-09,0.3025010392519304,0.2403101307225911,0.10283735034975518,-0.04064644182041588
2024-01-10,-0.1784290084277481,0.2310334515145233,-0.275305246799923,-0.13415721314234838
2024-01-11,0.4440909795873987,0.22185473639353742,0.11720581309288033,0.10503043010098095
2024-01-12,-0.3622117785263406,0.21277721064995567,-0.6090865142673836,0.034097525091087294
2024-01-13,-0.2518144332482978,0.20380326624725004,-0.30934697882182616,-0.14627072067372165
2024-01-14,0.0077279943378871,0.19493483669921208,0.1126135442475003,-0.29982038660882526
2024-01-15,0.3397997429556236,0.18617553375479098,0.03218045277633745,0.12144375642449515
2024-01-16,0.8653159299870959,0.17753165250252376,0.5982773671022977,0.08950691038227446
2024-01-17,0.5829386625189221,0.16900907885395777,0.0841273162922031,0.32980226737276125
2024-01-18,0.8054134157988528,0.16061194179933055,0.3101305050674032,0.3346709689321191
2024-01-19,-0.1191467588116425,0.15234003745442445,-0.15782813169984594,-0.11365866456622101
2024-01-20,-0.1297763449783415,0.1441880546865669,-0.17357745863528123,-0.10038694102962717
2024-01-21,0.1401892469607299,0.13614880723402067,0.033677470495294355,-0.02963703076858512
2024-01-22,0.59767726060488,0.12821373445074558,0.35155423244004563,0.11790929371408881
2024-01-23,0.6825960327858622,0.12037126016118821,0.495687908956497,0.06653686366817702
2024-01-24,-0.1319933883386968,0.1126039315541262,-0.1859368686603727,-0.0586604512324503
2024-01-25,-0.2548024408099203,0.10488800928480581,-0.27481914809963653,-0.08487130199508959
2024-01-26,-0.3473000121550078,0.09719674161998824,0.08981570106416996,-0.534312454839166
2024-01-27,-0.3463565771241742,0.08950974370239075,-0.20969731001112463,-0.22616901081544033
2024-01-28,-0.5559648704683436,0.08183927029815788,0.026198451733401677,-0.6640025924999031
2024-01-29,-0.3583050136418322,0.07427326952466515,-0.3636001666637463,-0.06897811650275107
2024-01-30,-0.2245529750220884,0.06702254585352409,-0.11155479541816446,-0.18002072545744802
2024-01-31,0.2237164027102908,0.0631326184030192,-0.058579460444092075,0.21916324475136367
2024-02-01,-0.0694127744772209,0.06003365091382478,0.05226731645185469,-0.18171374184290037
2024-02-02,-0.7274452474460229,0.05775313380556098,-0.2588351076718477,-0.5263632735797362
2024-02-03,0.1189704009684687,0.05630556161586446,-0.0007598691695777865,0.06342470852218203
2024-02-04,0.121909636598497,0.05566551501311309,0.19472114759334191,-0.12847702600795802
2024-02-05,-0.1637106364385954,0.05576562278041469,-0.11045177716964769,-0.10902448204936241
2024-02-06,0.3833544161577782,0.05650950186258875,0.021235420078591086,0.3056094942165984
2024-02-07,0.6599277987226291,0.05774973069194737,0.3862067194485431,0.2159713485821386
2024-02-08,0.2920286948075555,0.05924742800552315,0.04563196045962119,0.18714930634241114
2024-02-09,0.7245612935830021,0.06071672610185019,-0.34043836291061946,1.0042829303917713
2024-02-10,-0.2609919920199466,0.06185771133142295,0.03776199398091406,-0.3606116973322836
2024-02-11,-0.5563700807918801,0.06242822072874909,-0.4867126846466681,-0.1320856168739611
2024-02-12,0.0019042695383381,0.06232336436794424,-0.293422372508241,0.23300327767863488
2024-02-13,0.6115116485707001,0.06156005501176197,0.3164723512131816,0.23347924234575645
2024-02-14,0.1289545648078646,0.06020910263272824,0.08649885560394484,-0.017753393428808474
2024-02-15,0.422557192115592,0.058351919062350946,0.40957781507007596,-0.045372542016834896
2024-02-16,-0.2188077674839132,0.05603484536893704,0.012794677122155512,-0.28763728997500576
2024-02-17,-0.294431348745567,0.05319927939062159,0.09788501429720428,-0.44551564243339287
2024-02-18,0.0168864357540079,0.04975735342859587,-0.11855489990643954,0.08568398223185157
2024-02-19,0.1694109117160637,0.04559426056940984,-0.11059982111871318,0.23441647226536705
2024-02-20,1.0925061493325083,0.04060970218576663,0.05325463698020866,0.998641810166533
2024-02-21,1.813523611307413,0.03476096797216186,0.2929848614278739,1.4857777819073772
2024-02-22,1.6688747194678355,0.02805672353438331,0.5007022681271367,1.1401157278063154
2024-02-23,1.183639027310622,0.020557626863526853,-0.04609023527106398,1.2091716357181592
2024-02-24,-0.2584030657479854,0.012354905866256736,-0.1799163751321805,-0.09084159648206161
2024-02-25,0.7084222655067867,0.0035488565304291355,0.09822725927853561,0.6066461496978219
2024-02-26,0.369516791281616,-0.005708816845969348,-0.044986573258215985,0.42021218138580135
2024-02-27,0.583474117255952,-0.01521956317537213,0.11077505847645197,0.4879186219548722
2024-02-28,-0.1719039710421847,-0.024819499908513523,-0.18177086986989976,0.0346863987362286
2024-02-29,-0.1305849325855367,-0.03440343061612926,-0.15065046707545965,0.05446896510605222
2024-03-01,0.9761014769101516,-0.04388000335149078,0.006777211077721506,1.013204269183921
2024-03-02,0.0641618240597364,-0.053120483754529386,0.08283877184544483,0.03444353596882096
2024-03-03,-0.2247092696129887,-0.062005646851756,-0.22979965803420102,0.06709603527296831
2024-03-04,-0.1400642020494051,-0.07051169128922494,-0.07171815388071316,0.002165643120533009
2024-03-05,0.0623390056313481,-0.07867430691882384,0.0781527865583776,0.06286052599179434
2024-03-06,-0.9993711083201436,-0.08659856500550116,-0.246420909280632,-0.6663516340340105
2024-03-07,-0.3861594833847416,-0.09450600551202047,-0.04059743284681174,-0.2510560450259094
2024-03-08,-0.1996152094465844,-0.10261861430395773,0.23083990302242405,-0.3278364981650507
2024-03-09,-0.7488266026529196,-0.11106312609310699,-0.014248325236568465,-0.6235151513232441
2024-03-10,-0.525331746811907,-0.11983874569288017,-0.40775812001625084,0.0022651188972240277
2024-03-11,-0.0461478801824076,-0.12878686733643685,-0.06590799117892263,0.14854697833295188
2024-03-12,1.5958366572988505,-0.1377413873885288,-0.3843187433947288,2.117896788082108
2024-03-13,0.85835141510396,-0.14658980703998462,-0.2718919055071126,1.2768331276510572
2024-03-14,0.7692056178700513,-0.15515380355522043,0.506867866423319,0.4174915550019527
2024-03-15,-0.4466971901686325,-0.16319395777933504,0.15200352992233557,-0.43550676231163304
2024-03-16,-0.1044813608962735,-0.17052360354729734,0.22682082253911123,-0.16077857988808741
2024-03-17,-0.5803227304635854,-0.1770206857815273,-0.05136535887678188,-0.35193668580527626
2024-03-18,-0.3736112324915387,-0.18261851741178256,-0.1050745918997843,-0.08591812317997186
2024-03-19,-0.1714186152778745,-0.1873379556101976,-0.08927266153851185,0.10519200187083494
2024-03-20,-0.3320314933229439,-0.19120146006147892,-0.037073948182053215,-0.10375608507941175
2024-03-21,-0.2443646126382855,-0.19418679375314407,0.09692749438050703,-0.14710531326564846
2024-03-22,-0.1036631417732703,-0.1962510897582443,0.25444642500362213,-0.16185847701864814
2024-03-23,-0.2108361484409597,-0.1974006089675709,0.5053128636780614,-0.5187484031514502
2024-03-24,-0.0589687061420755,-0.1977210922769435,0.0787433951706454,0.06000899096422263
2024-03-25,0.0608138253278742,-0.1973800819860859,-0.10790506178332514,0.36609896909728523
2024-03-26,0.0520533592014415,-0.19656635938117809,0.088107586890593,0.16051213169202658
2024-03-27,-0.1679005055714466,-0.1954549319473472,0.12361105524123134,-0.09605662886533073
2024-03-28,0.2079536488212059,-0.19420357944803698,0.18107927575934102,0.22107795250990186
2024-03-29,-0.1257684739682252,-0.19293012595175177,-0.018237813069800185,0.08539946505332677
2024-03-30,0.1925802243234675,-0.19174950415211917,-0.2017835432922491,0.5861132717678357
2024-03-31,-0.0947048459702162,-0.19077638827961133,0.08536715641235273,0.010704385897042396
2024-04-01,-0.1545324197974343,-0.1901233217548992,0.1314216287895724,-0.09583072683210747
2024-04-02,-0.2310256046907192,-0.18990202598614825,-0.16353281985917087,0.12240924115459992
2024-04-03,-0.6079122773366753,-0.1901654053092649,-0.12023135372864097,-0.29751551829876943
2024-04-04,-0.6608472782048935,-0.19087983278978624,-0.00020859990973109283,-0.46975884550537617
2024-04-05,-0.5116690469013221,-0.19194511327289165,-0.36659434572388166,0.04687041209545123
2024-04-06,-0.3127020753731152,-0.19327177785394806,-0.11744303291439508,-0.0019872646047720544
2024-04-07,0.0299716294056781,-0.19479932229290123,0.05941488446249324,0.1653560672360861
2024-04-08,0.185916057443349,-0.19652613815203482,-0.11266711610790142,0.4951093117032852
2024-04-09,1.9277301468916244,-0.1985240825697157,-0.48534838464575364,2.611602614107094
2024-04-10,-0.0525938911864403,-0.20089359874510848,-0.16170779543377153,0.31000750299243973
