Datetime,DPBI,trend,seasonal,resid
2021-01-30,0.6907483203526548,0.07161224352109322,0.632443383477258,-0.013307306645696487
2021-01-31,0.4968939159355774,0.0714048534346405,0.424679080706422,0.0008099817945148996
2021-02-01,0.263450659913687,0.07119747212374178,0.1914517932102052,0.0008013945797400168
2021-02-02,-0.0657866388639501,0.07099009965324896,-0.1925498227353148,0.05577308421811575
2021-02-03,-0.1377010237796845,0.0707827360782547,-0.1977510579262027,-0.010732701931736477
2021-02-04,1.3956766037076818,0.07057538141861501,1.3242091567067638,0.0008920655823029949
2021-02-05,-0.3033897898025196,0.07036803569263816,-0.36081541151776964,-0.012942413977388156
2021-02-06,0.1657307346058027,0.07016069892248415,0.09481153444221906,0.0007585012410994962
2021-02-07,0.0212714474709531,0.06995337113944546,-0.013106988146648664,-0.035574935521843695
2021-02-08,0.3302461314099582,0.06974605238278872,0.25873004447208736,0.001770034555082095
2021-02-09,0.7049804882641963,0.0695387427153867,0.6039544740778124,0.03148727147099721
2021-02-10,0.3854678151719853,0.06933144219970672,0.3271264345361354,-0.01099006156385679
2021-02-11,0.1710640714853337,0.06912415087855937,0.10122423996461123,0.0007156806421630968
2021-02-12,0.0066482585274654,0.06891686879713484,-0.06297573569182958,0.0007071254221601431
2021-02-13,-0.1712925455474179,0.06870959600217373,-0.24070071475307878,0.0006985732034871378
2021-02-14,0.0915977951564914,0.06850233253994661,0.07658238349716993,-0.05348692088062515
2021-02-15,-0.2927457236065062,0.06829507846491387,-0.36172227989714695,0.0006814778257268894
2021-02-16,-0.4055917182691018,0.06808783386568942,-0.4743524868284132,0.0006729346936219793
2021-02-17,0.3386906742542467,0.06788059883909102,0.2701456807983285,0.0006643946168271714
2021-02-18,-0.0468927508091883,0.06767337348149524,-0.1481230450354971,0.03355692074481355
2021-02-19,0.095117160303595,0.0674661578834346,0.027003678741886437,0.00064732367827397
2021-02-20,0.3505328644488613,0.06725895211337178,0.320267812432592,-0.0369939000971025
2021-02-21,2.830780269781483,0.06705175624001512,2.76309824843575,0.0006302651057176339
2021-02-22,0.5249818969012814,0.06684457035597152,0.45751558605958265,0.000621740485727218
2021-02-23,0.5616744855049287,0.06663739455951799,0.5090413472456711,-0.014004256300260351
2021-02-24,0.9122352690058444,0.06643022895092755,0.8452003394214057,0.0006047006335111321
2021-02-25,0.0125096871819016,0.0662230736396768,-0.05174678020280324,-0.00196660625497197
2021-02-26,0.8469455088225991,0.06601592873766773,0.7587100452112951,0.022219534873636232
2021-02-27,0.4093230303830539,0.06580879435468102,0.3740015268720202,-0.030487290843647333
2021-02-28,0.1815189699757011,0.06560167059183382,0.11534664062356086,0.0005706587603064306
2021-03-01,-0.3017372613499187,0.06539455756618594,-0.3565883305259929,-0.010543488390111697
2021-03-02,0.0379331111944895,0.06518745540113742,-0.0025528134973150434,-0.024701530709332876
2021-03-03,0.5423809539132971,0.0649803642308428,0.47688599798987136,0.0005145916925829441
2021-03-04,-0.3915758568765474,0.06477328420684555,-0.45688580890420083,0.0005366678208078846
2021-03-05,-0.1152982149615174,0.06456621548433279,-0.1803926085567374,0.0005281781108871925
2021-03-06,-0.2887213145786165,0.06435915821813291,-0.3746091848615042,0.021528712064754776
2021-03-07,-0.115337492937399,0.06415211255968571,-0.20340213453158867,0.023912529034503957
2021-03-08,2.239886297655898,0.06394507864434677,2.175438490638515,0.0005027283730362903
