Datetime,DPBI
2021-07-28,-0.4847117664031027
2021-07-29,-0.23304114901622985
2021-07-30,-0.8871654796182378
2021-07-31,-0.4814430749459645
2021-08-01,-0.8472016543609073
2021-08-02,-0.7755078868855427
2021-08-03,0.15006709397739582
2021-08-04,0.5051822610516283
2021-08-05,0.533873950095438
2021-08-06,1.2028027621891548
2021-08-07,0.37146534890205196
2021-08-08,0.3389199215281204
2021-08-09,0.28117566903702185
2021-08-10,-0.09712480189846241
2021-08-11,0.1277622486348502
2021-08-12,-0.06290757318943521
2021-08-13,-0.006660100041337935
2021-08-14,-0.5897497579264821
2021-08-15,-0.8819711996431873
2021-08-16,-0.676935934178843
2021-08-17,-0.2667816668462538
2021-08-18,-0.49938352521942353
2021-08-19,-0.4095890763830523
2021-08-20,0.2177986799767549
2021-08-21,-0.15832209932259156
2021-08-22,0.14981192860804898
2021-08-23,-0.3789590621113706
2021-08-24,0.8788825137776364
2021-08-25,1.1096816294272875
2021-08-26,0.49128490663786567
2021-08-27,-0.5719309683120395
2021-08-28,-0.40592924310241996
2021-08-29,-0.17420818271870234
2021-08-30,-0.25989756119080815
2021-08-31,-0.6210283134846077
2021-09-01,-0.7818622536704979
2021-09-02,-0.7498681743378434
2021-09-03,-0.9046039109071435
2021-09-04,-0.4591343626549179
2021-09-05,-0.3986454830598075
2021-09-06,-0.8532344996733501
2021-09-07,0.6747402732540154
2021-09-08,0.023835344873106817
2021-09-09,-0.6041607161893917
2021-09-10,-0.29794487742897596
2021-09-11,0.19200882568268549
2021-09-12,-0.2772126823395469
2021-09-13,-0.28517485162571277
2021-09-14,
2021-09-15,-0.3787377999446654
2021-09-16,-0.43892537516035746
2021-09-17,-0.006619573026792613
2021-09-18,-0.44558197211224543
2021-09-19,-1.0439227439678176
2021-09-20,-0.2769863163625731
2021-09-21,-0.05221938244129346
2021-09-22,-1.3519814099343932
2021-09-23,-0.5750130890154336
2021-09-24,-0.3331091822096205
2021-09-25,-0.01695392222441187
2021-09-26,-0.4253494946086692
2021-09-27,0.2977629173818252
2021-09-28,-0.8674320686933771
2021-09-29,-0.6121681988184788
2021-09-30,-1.1472208745874628
2021-10-01,1.3134427054843758
2021-10-02,1.1347046558054092
2021-10-03,0.04897959271968544
2021-10-04,-1.1989063336893575
2021-10-05,-0.9473389690476633
2021-10-06,-0.7581728481632227
2021-10-07,-0.6069459913343093
2021-10-08,-0.5617028237860471
2021-10-09,-0.7669655459598751
2021-10-10,-0.7073843199528294
2021-10-11,-0.7476931831486289
2021-10-12,-0.4440137166641118
2021-10-13,0.060472573730035444
2021-10-14,0.8786890230450107
2021-10-15,0.1273124278781781
2021-10-16,-0.7246138195400278
2021-10-17,-0.7905501166388821
2021-10-18,-0.40400404387514277
2021-10-19,0.45143195342587106
2021-10-20,1.146698197907443
2021-10-21,0.5281313935333929
2021-10-22,-0.8771436189828767
2021-10-23,-0.4053722048495922
2021-10-24,1.6883626193937575
2021-10-25,-0.5106380523353635
2021-10-26,-1.1374684088902203
2021-10-27,-0.5651721747293735
2021-10-28,-0.37474019590670493
2021-10-29,-0.41118137705666
2021-10-30,-0.7689052871612819
2021-10-31,-0.7691503020960322
2021-11-01,-0.436274778309523
2021-11-02,-0.1666785793183846
2021-11-03,-0.08556562325183256
2021-11-04,1.654866413243079
2021-11-05,1.9680546677201967
2021-11-06,2.1416717343735807
2021-11-07,1.8432450847509216
2021-11-08,3.2426025639824654
2021-11-09,0.7495414525333663
2021-11-10,0.17908078461586688
2021-11-11,-0.07408490244164628
2021-11-12,0.21064618010401834
2021-11-13,-0.5718730053194176
2021-11-14,-0.508282159692256
2021-11-15,-0.3480963918248079
2021-11-16,-0.23263824236465275
2021-11-17,0.006790959899201851
2021-11-18,-0.06951590498958862
2021-11-19,-0.3065212041984
2021-11-20,0.4006101879293212
2021-11-21,0.36067937398643574
2021-11-22,-0.2928156299242136
2021-11-23,-0.014596266485570275
2021-11-24,1.3688131301153317
2021-11-25,0.2852841613548035
2021-11-26,-0.4063994774370613
2021-11-27,-0.13261914590609614
2021-11-28,0.06298416846225899
2021-11-29,1.4953468810894706
2021-11-30,0.5569659135605951
2021-12-01,0.30412410178201604
2021-12-02,0.12231833086838424
2021-12-03,-0.012836784975152365
2021-12-04,0.07092126257989513
2021-12-05,-0.051630703048771515
2021-12-06,-0.14678164424141096
2021-12-07,-0.16760173653957527
2021-12-08,0.2672551627596243
2021-12-09,0.1976051636580118
2021-12-10,1.840129099900195
2021-12-11,0.11615484699234958
2021-12-12,0.14211191306241497
2021-12-13,0.48794278891397413
2021-12-14,-0.03680492345852499
2021-12-15,-0.1720550193086382
2021-12-16,2.141677110109116
2021-12-17,-0.2928963299305437
2021-12-18,-0.348469025735095
2021-12-19,-0.06533461014414468
2021-12-20,1.2072760887125562
2021-12-21,0.1697587522855381
2021-12-22,-0.1563619672640128
2021-12-23,-0.03289958883821212
2021-12-24,0.24065377758572673
2021-12-25,-0.29347322016462835
2021-12-26,-0.3822317009825805
2021-12-27,-0.5999342801223985
2021-12-28,-0.11226195315185412
2021-12-29,0.030777026286786968
2021-12-30,-0.23411656285960297
2021-12-31,0.032517369088102654
2022-01-01,-0.4196695876896574
2022-01-02,-0.31245495186455635
2022-01-03,0.032485042759162086
2022-01-04,0.9238903032316954
2022-01-05,0.30102441745224084
2022-01-06,0.2107551194001795
2022-01-07,-0.1117778697056201
2022-01-08,0.07615222642013567
2022-01-09,0.019056621474560814
2022-01-10,-0.011175187952217697
2022-01-11,0.055664522298392465
2022-01-12,0.4173939352915561
2022-01-13,0.12144945914853222
2022-01-14,-0.2111488100813128
2022-01-15,-0.026976758348101676
2022-01-16,0.043808851703791785
2022-01-17,0.016317425203126845
2022-01-18,0.29537560782227285
2022-01-19,0.4040063397075429
2022-01-20,-0.11342456830361358
2022-01-21,0.41128580031618633
2022-01-22,1.0595496561794455
2022-01-23,0.09174949542448727
2022-01-24,0.7393535679422548
2022-01-25,0.24780015938509758
2022-01-26,0.13522607906710932
2022-01-27,0.8093583382494844
2022-01-28,0.10191194332647413
2022-01-29,0.25135892306059276
2022-01-30,0.970551164915102
2022-01-31,1.62716373009571
2022-02-01,1.2848086941530643
2022-02-02,1.0196980376403368
2022-02-03,-0.36376605754157526
2022-02-04,-0.283373894445357
2022-02-05,0.02456715608421911
2022-02-06,1.2974863224977051
2022-02-07,2.4299171540440283
2022-02-08,0.4402778721472488
2022-02-09,1.0628287133649867
2022-02-10,0.2386220859849539
2022-02-11,0.2561750721296918
2022-02-12,-0.22039862283441894
2022-02-13,-0.1613642045020504
2022-02-14,-0.09177094921949187
2022-02-15,0.7639425694726212
2022-02-16,1.7109737972539525
2022-02-17,0.1126986749887185
2022-02-18,-0.17565834040445477
2022-02-19,-0.055071534003995476
2022-02-20,0.5982382111073142
2022-02-21,0.2979987837509406
2022-02-22,-0.004750169350119925
2022-02-23,-0.3515204697263919
2022-02-24,-0.15744549774535824
2022-02-25,-0.12104665155768812
2022-02-26,0.49475630999130393
2022-02-27,0.2403215280276147
2022-02-28,-0.007227308159217627
2022-03-01,0.6305419198550413
2022-03-02,0.22817071357674834
2022-03-03,-0.19066120946761644
2022-03-04,0.45363485226893363
2022-03-05,0.681070113891219
2022-03-06,0.045238353801987874
2022-03-07,-0.2842552956245177
2022-03-08,0.05994735684216432
2022-03-09,0.8984425156666931
2022-03-10,0.10692013869773019
2022-03-11,0.021982851611107516
2022-03-12,-0.16857191434453583
2022-03-13,-0.02558162248698191
2022-03-14,1.34789126504231
2022-03-15,0.197835094965859
2022-03-16,0.46438233374696014
2022-03-17,1.9209766120644705
2022-03-18,0.4266094710058216
2022-03-19,-0.3053179251192246
2022-03-20,-0.30581054705219946
2022-03-21,-0.11855688024620056
2022-03-22,-0.05085981787607993
2022-03-23,-0.32057913205427
2022-03-24,-0.4058118811175323
2022-03-25,-0.41882094536290143
2022-03-26,-0.5638328741919175
2022-03-27,-0.8218044774872759
2022-03-28,-0.5694490117636646
2022-03-29,-0.12320174818767948
2022-03-30,-0.1812874226352456
2022-03-31,-0.11704686863507278
2022-04-01,-0.4959986173945887
2022-04-02,0.16776031134729588
2022-04-03,-0.10382362759330808
2022-04-04,0.21387418120225987
2022-04-05,0.27273376624872286
2022-04-06,0.14295561507724214
2022-04-07,-0.11517480112987943
2022-04-08,-0.3562486007162721
2022-04-09,-0.4342500927366213
2022-04-10,-0.5748761525004307
2022-04-11,-0.2320320007566699
2022-04-12,0.43570571852389667
2022-04-13,0.31928804950491985
2022-04-14,-0.2701500077985521
2022-04-15,0.04046866075317046
2022-04-16,-0.5401103205796806
2022-04-17,-0.7090591161797504
2022-04-18,-0.5923235656194343
2022-04-19,-0.6465513846129872
2022-04-20,-0.3593109513136551
2022-04-21,-0.2326347201413156
2022-04-22,0.002218229427541067
2022-04-23,-0.12786266141624075
2022-04-24,0.3432447641926675
2022-04-25,-0.025250078693630038
2022-04-26,-0.7134872624993387
2022-04-27,-0.9143380201499227
2022-04-28,-0.2222565380489357
2022-04-29,0.04123641692624613
2022-04-30,0.03180436451739954
2022-05-01,-0.11909453186021476
2022-05-02,-0.28988425860693284
2022-05-03,-0.04746206121726815
2022-05-04,-0.76201460169639
2022-05-05,-0.21885229229861614
2022-05-06,0.06192668970974846
2022-05-07,0.0934011425950602
2022-05-08,0.288768669449375
2022-05-09,0.35028695366471546
2022-05-10,0.5678108216524438
2022-05-11,1.8525611302963187
2022-05-12,
2022-05-13,0.8466866483564468
2022-05-14,0.011816491475417495
2022-05-15,0.17304686894324936
2022-05-16,-0.25213434774765164
2022-05-17,-1.2078481074355767
2022-05-18,-0.45523937515877844
2022-05-19,0.04658576697192762
2022-05-20,0.18187237720800642
2022-05-21,0.007303109336694424
2022-05-22,-0.6828056698575348
2022-05-23,-0.41062233334947335
2022-05-24,-0.5304390330580121
2022-05-25,-0.35494147731864745
2022-05-26,-0.010374215726110234
2022-05-27,-0.37183175154965714
2022-05-28,-0.7850240276888959
2022-05-29,0.35773281428612047
2022-05-30,1.3681481870934618
2022-05-31,1.1287371262040231
2022-06-01,-0.0955405554597133
2022-06-02,-0.5908594496646611
2022-06-03,-0.04958754267620592
2022-06-04,-0.5483242476482895
2022-06-05,0.5064656860556351
2022-06-06,-0.20046365552731593
2022-06-07,-0.40107349279885507
2022-06-08,-0.5800828897461994
2022-06-09,-0.5531815119255088
2022-06-10,-0.6273816441057605
2022-06-11,0.14578197444765864
2022-06-12,-0.20338831804432256
2022-06-13,-0.4185619687616716
2022-06-14,-0.20849807273205817
2022-06-15,-0.37092775422095514
2022-06-16,1.3046760313015464
2022-06-17,-0.3721487853975573
2022-06-18,-0.9253290249388537
2022-06-19,-0.6940635451527729
2022-06-20,1.3175598081321795
2022-06-21,2.5921063950787544
2022-06-22,1.2025306206935815
2022-06-23,-1.0079353515396208
2022-06-24,0.45677018700396044
2022-06-25,1.3792029611963723
2022-06-26,1.8542133644828303
2022-06-27,-0.8451165738867596
2022-06-28,-0.02095526738983912
2022-06-29,0.30023506287795326
2022-06-30,0.8062966032540441
2022-07-01,1.5995309210246877
2022-07-02,-0.4398467270105498
2022-07-03,-1.0318925952887157
2022-07-04,0.5451069174146245
2022-07-05,-0.11121723887945602
2022-07-06,-0.9923139568796279
2022-07-07,-0.4627206417544079
2022-07-08,-0.498118988669451
2022-07-09,-0.8745428276582998
2022-07-10,-0.40767994568070454
2022-07-11,1.2277566562733984
2022-07-12,-0.39414576737145723
2022-07-13,-0.6440827038002831
2022-07-14,-0.9343069812171284
2022-07-15,0.23731857217148505
2022-07-16,0.6706315832650904
2022-07-17,0.5656988861643462
2022-07-18,-0.565526724511783
2022-07-19,0.2821820346248973
2022-07-20,0.9577997486777784
2022-07-21,0.07338726205159496
2022-07-22,0.639982091759031
2022-07-23,0.5604072321688124
2022-07-24,-0.09671345609021464
2022-07-25,-1.0631466920348633
2022-07-26,-0.43359497853759266
2022-07-27,0.5264574863137168
2022-07-28,0.1783893898712664
2022-07-29,-0.9853631835709298
2022-07-30,-1.3428718238687336
2022-07-31,0.10647632042463201
2022-08-01,0.6922168406034869
2022-08-02,-1.0835038409524032
2022-08-03,0.05631200895850538
2022-08-04,-0.02127055094277523
2022-08-05,-0.5429712186141191
2022-08-06,0.3591455610238589
2022-08-07,0.3018016078815998
2022-08-08,-0.17323009930683608
2022-08-09,-1.5545361268103417
2022-08-10,0.37235607214904587
2022-08-11,-1.0867153744840208
2022-08-12,-0.9685900195124864
2022-08-13,0.17015094021832244
2022-08-14,-0.09087203341764766
2022-08-15,-0.3883560293510754
2022-08-16,-0.4159848766590879
2022-08-17,-0.295538513649664
2022-08-18,-0.14059472283523392
2022-08-19,0.7040779905306107
2022-08-20,0.7584195803914302
2022-08-21,-0.2600020215925293
2022-08-22,-0.8072126239892261
2022-08-23,-0.7475086692521777
2022-08-24,-0.6286846793158061
2022-08-25,-0.8775847100919731
2022-08-26,-0.8067128534847486
2022-08-27,-1.0818087164944878
2022-08-28,-0.7042693580964788
2022-08-29,0.007446224163244461
2022-08-30,-0.09659870153216615
2022-08-31,-0.8283864263394419
2022-09-01,-0.6220956028194486
2022-09-02,0.35280310560187006
2022-09-03,0.46380364000739693
2022-09-04,-1.3342672581859352
2022-09-05,-1.473076796435066
2022-09-06,-0.8734086262418342
2022-09-07,-0.7227178413102869
2022-09-08,-0.06913672924078984
2022-09-09,0.36709406219053514
2022-09-10,0.4934305782893709
2022-09-11,-0.32819651429767926
2022-09-12,-0.7820543388616795
2022-09-13,0.049200472410542415
2022-09-14,-0.3659118337517453
2022-09-15,-0.8500726164773208
2022-09-16,0.26826135953161234
2022-09-17,0.16117297950857454
2022-09-18,0.3838354292762377
2022-09-19,0.39213051764356494
2022-09-20,-0.5033357841444684
2022-09-21,0.25694481690339166
2022-09-22,-1.2829359151169613
2022-09-23,-1.0783945643363118
2022-09-24,-0.207797262426906
2022-09-25,-0.5216179637961187
2022-09-26,-0.664664747649945
2022-09-27,-0.48328807814653457
2022-09-28,-0.897006920697332
2022-09-29,-0.6469147410248152
2022-09-30,0.6106972882410245
2022-10-01,-0.4712533391885908
2022-10-02,-0.8438606151808328
2022-10-03,-0.10594083948170577
2022-10-04,0.8558357858119865
2022-10-05,2.5821371331084233
2022-10-06,2.391687346241755
2022-10-07,-0.924462277852466
2022-10-08,-0.6260623468366528
2022-10-09,-0.1680384592657714
2022-10-10,-0.15123136282373467
2022-10-11,1.5562495367180589
2022-10-12,0.6971138689282602
2022-10-13,0.04331125294637703
2022-10-14,0.35259048545591276
2022-10-15,-0.22027973578090437
2022-10-16,0.2960675327767368
2022-10-17,-0.5901500901058658
2022-10-18,-0.7322850387791513
2022-10-19,-0.7937020705442506
2022-10-20,-0.022126037996759967
2022-10-21,2.19960226666754
2022-10-22,2.6260670734807285
2022-10-23,1.1180188618824003
2022-10-24,0.7512161152866417
2022-10-25,-0.059396716919582496
2022-10-26,-0.28276977284879007
2022-10-27,-0.7078168072401677
2022-10-28,-0.37978298234955576
2022-10-29,1.1181848491154243
2022-10-30,1.0177177236662711
2022-10-31,0.9897064355107059
2022-11-01,0.6691011814397145
2022-11-02,1.407574926399613
2022-11-03,0.8107896181936245
2022-11-04,0.8860416141349419
2022-11-05,0.22110535882590898
2022-11-06,0.07825540674254083
2022-11-07,-0.1301168527393481
2022-11-08,-0.3480286432321442
2022-11-09,0.3266933169927151
2022-11-10,2.197756668039617
2022-11-11,0.23082554489152463
2022-11-12,-0.7882943944832225
2022-11-13,-0.5870412829101086
2022-11-14,-0.04256746357308783
2022-11-15,-0.23871738002032994
2022-11-16,-0.13105403765563559
2022-11-17,0.03603598520650327
2022-11-18,0.21325855137659946
2022-11-19,-0.14832863897915854
2022-11-20,-0.2754552598395724
2022-11-21,0.4351404019223783
2022-11-22,0.664549824310526
2022-11-23,1.894672078257108
2022-11-24,1.177342970116746
2022-11-25,0.012898595503707519
2022-11-26,0.236036917339298
2022-11-27,-0.03246574884676883
2022-11-28,-0.47491124685798314
2022-11-29,-0.28243564544762656
2022-11-30,-0.44959627416873416
2022-12-01,-0.27747619430006576
2022-12-02,0.18797604650275218
2022-12-03,-0.3374645429840546
2022-12-04,-0.1911485443695785
2022-12-05,0.4923437764021558
2022-12-06,0.001736634551507646
2022-12-07,-0.14123800991095614
2022-12-08,-0.3944418888192786
2022-12-09,-0.48730651694930016
2022-12-10,-0.26513113750622685
2022-12-11,-0.43467485987711985
2022-12-12,-0.21408185659636333
2022-12-13,0.270794095470553
2022-12-14,0.02416502533076187
2022-12-15,-0.34849939700093296
2022-12-16,-0.1401413887212724
2022-12-17,-0.22170237183935274
2022-12-18,-0.29277128321046236
2022-12-19,-0.1622724730445549
2022-12-20,-0.00801928684979987
2022-12-21,0.33369782509188
2022-12-22,0.1006155147106433
2022-12-23,-0.3961057109082854
2022-12-24,-0.20650393314604823
2022-12-25,-0.07371186633224563
2022-12-26,0.24576090852695848
2022-12-27,0.3531831266208474
2022-12-28,0.4857146470552316
2022-12-29,0.6081437737387061
2022-12-30,0.5282744085523273
2022-12-31,-0.21592733407797363
2023-01-01,-0.15893071981975265
2023-01-02,0.004601945525709028
2023-01-03,-0.10919818702116829
2023-01-04,-0.41226396143587557
2023-01-05,-0.18922323640486086
2023-01-06,-0.20093038016864484
2023-01-07,-0.41652909888090733
2023-01-08,-0.14973741102404498
2023-01-09,0.15405305971258682
2023-01-10,-0.24727503258620634
2023-01-11,-0.27541900632763366
2023-01-12,-0.16352083406382523
2023-01-13,-0.3764106444965656
2023-01-14,-0.10215656134372558
2023-01-15,0.45996098217797327
2023-01-16,0.2122860704167836
2023-01-17,-0.043611819955466175
2023-01-18,-0.5543679439010023
2023-01-19,-0.3862804557211562
2023-01-20,-0.2913994033456325
2023-01-21,-0.1591443583523532
2023-01-22,-0.158074830273502
2023-01-23,-0.1961993884800355
2023-01-24,0.12002251519849157
2023-01-25,0.007400481322284998
2023-01-26,-0.11701105161518545
2023-01-27,0.20676439731393914
2023-01-28,0.2455104374397724
2023-01-29,0.09029876676547821
2023-01-30,0.16175757706683638
2023-01-31,0.346626224417738
2023-02-01,0.8497897340098124
2023-02-02,0.8784687437057608
2023-02-03,0.015324087823335442
2023-02-04,0.5192688597474306
2023-02-05,0.447522311134702
2023-02-06,0.39389885884656034
2023-02-07,0.4259850388346351
2023-02-08,0.7409199332641387
2023-02-09,0.40040863932973064
2023-02-10,-0.4259378853476547
2023-02-11,0.05236151130126959
2023-02-12,1.1861877486963786
2023-02-13,0.9039929911792222
2023-02-14,1.6972493901791512
2023-02-15,0.355728568528987
2023-02-16,-0.4783652555234489
2023-02-17,-0.30769614166065584
2023-02-18,0.21127542267021415
2023-02-19,0.8353876422967659
2023-02-20,0.10125631730456469
2023-02-21,-0.051545030043676165
2023-02-22,-0.2785822167376866
2023-02-23,0.08111746601508579
2023-02-24,0.05468927075369068
2023-02-25,0.382714103603376
2023-02-26,0.5994246879171828
2023-02-27,0.14362529382539635
2023-02-28,0.18548782504370587
2023-03-01,0.499671026054193
2023-03-02,0.27958775298557026
2023-03-03,-0.16629438140399055
2023-03-04,-0.06351519524845012
2023-03-05,0.7115616859384126
2023-03-06,0.5552869081929966
2023-03-07,0.06295422364504433
2023-03-08,-0.02337998609457731
2023-03-09,-0.03005208291241318
2023-03-10,-0.349516879433158
2023-03-11,-0.3807845416139177
2023-03-12,-0.16548150832242634
2023-03-13,-0.0642929110724993
2023-03-14,-0.3295918143599356
2023-03-15,0.11928851903462712
2023-03-16,1.9685459613624818
2023-03-17,0.06225837790961915
2023-03-18,-0.1618006493614235
2023-03-19,-0.16225790776140714
2023-03-20,0.7037968159173826
2023-03-21,0.9254701054941835
2023-03-22,0.4932220945153571
2023-03-23,0.5316292123147984
2023-03-24,0.1192741799767466
2023-03-25,-0.4655006227635078
2023-03-26,-0.09034629248550743
2023-03-27,0.26194480356423955
2023-03-28,0.617653027509697
2023-03-29,0.7338943192705603
2023-03-30,0.20044741797029658
2023-03-31,0.13052431161188174
2023-04-01,-0.2501551001470908
2023-04-02,-0.1606738972324872
2023-04-03,0.3318765598433117
2023-04-04,0.010173315138610646
2023-04-05,-0.2609050475924875
2023-04-06,-0.04715908967991833
2023-04-07,-0.24771118840869105
2023-04-08,0.03542400432392101
2023-04-09,0.5794294965261976
2023-04-10,2.745747189614564
2023-04-11,1.5217415981577238
2023-04-12,1.1317365882761472
2023-04-13,1.6360146224357135
2023-04-14,2.4968183971405375
2023-04-15,1.9653208934539643
2023-04-16,2.4653780652160906
2023-04-17,-0.7457898737882542
2023-04-18,-0.7152946944447693
2023-04-19,-0.43214621474429205
2023-04-20,-0.28645045954772913
2023-04-21,-0.09753989035031407
2023-04-22,-0.7483285733620543
2023-04-23,-0.40560782046120625
2023-04-24,-0.6566726889364686
2023-04-25,-0.060020225759504234
2023-04-26,-0.597951123156615
2023-04-27,-0.2655160474617424
2023-04-28,0.1687172444275931
2023-04-29,-0.4109514884648875
2023-04-30,-0.7156030588558171
2023-05-01,-0.5852895831241685
2023-05-02,-1.0119985038906831
2023-05-03,-1.051875613881376
2023-05-04,-0.9226543531042533
2023-05-05,-0.4956708871489924
2023-05-06,0.12032561102553893
2023-05-07,-0.3486314582757365
2023-05-08,-0.4217110618638591
2023-05-09,-0.4127640285002414
2023-05-10,0.48023379209779765
2023-05-11,1.2361703358090197
2023-05-12,0.9530593435124998
2023-05-13,-0.2332398789370506
