Datetime,SO2,NO2,O3,PM25
2021-03-29,0.041666666666666664,5.658333333333334,35.166666666666664,5.291666666666667
2021-03-30,1.7260869565217392,11.299999999999999,36.666666666666664,7.958333333333333
2021-03-31,0.7791666666666667,8.35,32.583333333333336,5.5
2021-04-01,0.012500000000000002,5.325,32.333333333333336,4.375
2021-04-02,0.09583333333333334,4.308333333333334,37.458333333333336,3.0
2021-04-03,1.2208333333333334,15.308333333333332,27.291666666666668,9.125
2021-04-04,0.1625,10.200000000000001,36.958333333333336,12.375
2021-04-05,0.4291666666666667,18.466666666666665,29.75,10.75
2021-04-06,0.22608695652173913,11.721739130434784,33.43478260869565,7.291666666666667
2021-04-07,0.25416666666666665,8.808333333333334,35.0,4.625
2021-04-08,0.2791666666666667,6.360869565217392,45.0,7.0
2021-04-09,0.11739130434782609,8.621739130434783,34.30434782608695,6.916666666666667
2021-04-10,0.14583333333333334,7.033333333333334,30.958333333333332,7.916666666666667
2021-04-11,0.020833333333333332,4.579166666666667,34.708333333333336,5.5
2021-04-12,0.0,4.0285714285714285,32.09090909090909,3.0
2021-04-13,0.09583333333333333,10.033333333333333,21.583333333333332,10.666666666666666
2021-04-14,0.10833333333333334,11.221739130434784,26.166666666666668,8.708333333333334
2021-04-15,0.0,6.1375,22.916666666666668,5.0
2021-04-16,0.0,4.425,19.291666666666668,3.5416666666666665
2021-04-17,0.021739130434782608,8.909090909090908,18.304347826086957,3.5
2021-04-18,0.10833333333333334,9.420833333333333,24.708333333333332,7.541666666666667
2021-04-19,0.4916666666666667,14.520833333333334,27.291666666666668,9.0
2021-04-20,0.0,5.356521739130435,32.82608695652174,4.833333333333333
2021-04-21,0.0,5.8500000000000005,32.0,4.708333333333333
2021-04-22,0.020833333333333332,8.445833333333333,32.291666666666664,4.458333333333333
2021-04-23,0.15833333333333335,11.604347826086956,39.375,8.833333333333334
2021-04-24,0.5708333333333333,8.633333333333333,47.041666666666664,19.041666666666668
2021-04-25,0.021739130434782608,4.2956521739130435,30.75,6.625
2021-04-26,0.3,7.715000000000001,35.714285714285715,4.304347826086956
2021-04-27,0.09166666666666667,6.591666666666666,38.791666666666664,6.75
2021-04-28,0.030434782608695653,8.082608695652175,29.208333333333332,5.875
2021-04-29,0.0,9.465217391304348,18.695652173913043,5.75
2021-04-30,0.0,5.130434782608695,30.166666666666668,2.6666666666666665
2021-05-01,0.4708333333333334,5.325,34.583333333333336,7.125
2021-05-02,0.20434782608695654,8.730434782608695,32.666666666666664,3.7916666666666665
2021-05-03,0.012500000000000002,4.913043478260869,31.916666666666668,3.0
2021-05-04,0.0,8.965217391304348,16.695652173913043,5.458333333333333
2021-05-05,0.0,5.643478260869566,20.52173913043478,2.9166666666666665
2021-05-06,0.10869565217391304,7.947826086956522,24.73913043478261,6.208333333333333
2021-05-07,0.034782608695652174,5.947826086956522,29.434782608695652,5.291666666666667
2021-05-08,0.025000000000000005,6.841666666666666,28.875,4.166666666666667
2021-05-09,0.0625,6.866666666666667,28.5,3.75
2021-05-10,0.026086956521739136,7.0260869565217385,25.75,3.4166666666666665
2021-05-11,0.0,5.1375,22.583333333333332,3.125
2021-05-12,0.05416666666666667,5.545833333333333,29.041666666666668,4.708333333333333
2021-05-13,0.13043478260869565,7.4173913043478255,33.869565217391305,4.625
2021-05-14,0.75,13.020833333333334,32.041666666666664,7.416666666666667
2021-05-15,0.38333333333333336,13.112499999999999,36.416666666666664,13.75
2021-05-16,0.5291666666666667,13.908333333333333,38.708333333333336,12.5
2021-05-17,0.8250000000000001,10.954166666666666,43.875,11.583333333333334
2021-05-18,1.3458333333333334,14.029166666666667,43.0,11.0
2021-05-19,0.2708333333333333,11.904166666666667,48.916666666666664,10.166666666666666
2021-05-20,1.1652173913043478,14.754545454545456,46.95652173913044,11.666666666666666
2021-05-21,0.9916666666666667,12.266666666666666,48.583333333333336,12.958333333333334
2021-05-22,0.1782608695652174,5.178260869565217,37.391304347826086,8.458333333333334
2021-05-23,0.0,3.5208333333333335,26.708333333333332,6.375
2021-05-24,0.0625,3.6333333333333333,34.333333333333336,9.25
2021-05-25,1.1375,9.958333333333334,40.25,14.916666666666666
2021-05-26,0.23750000000000002,6.5375000000000005,37.083333333333336,7.5
2021-05-27,0.004347826086956522,3.1478260869565213,28.91304347826087,
2021-05-28,0.008333333333333333,3.845833333333333,21.583333333333332,6.782608695652174
2021-05-29,0.0625,5.733333333333333,26.458333333333332,9.25
2021-05-30,0.1318181818181818,5.959090909090909,31.130434782608695,6.0
2021-05-31,0.7083333333333334,10.966666666666667,36.791666666666664,10.583333333333334
2021-06-01,0.32916666666666666,9.141666666666667,46.5,8.041666666666666
2021-06-02,0.6916666666666668,12.408333333333333,44.416666666666664,8.541666666666666
2021-06-03,0.3739130434782609,7.565217391304348,31.208333333333332,7.708333333333333
2021-06-04,0.4916666666666667,11.658333333333333,35.125,9.791666666666666
2021-06-05,0.28695652173913044,5.530434782608696,61.391304347826086,8.625
2021-06-06,0.5583333333333333,5.429166666666667,57.208333333333336,
2021-06-07,0.6625,9.4375,40.75,14.916666666666666
2021-06-08,0.05652173913043478,11.513636363636364,23.045454545454547,7.75
2021-06-09,0.0375,7.0125,28.75,10.833333333333334
2021-06-10,0.23478260869565218,3.973913043478261,27.625,6.458333333333333
2021-06-11,0.6565217391304348,5.008695652173913,37.21739130434783,7.291666666666667
2021-06-12,0.08333333333333333,4.116666666666666,33.916666666666664,4.421052631578948
2021-06-13,0.8624999999999999,7.045833333333333,37.208333333333336,6.916666666666667
2021-06-14,0.004347826086956522,5.5826086956521745,29.391304347826086,2.2916666666666665
2021-06-15,0.0391304347826087,2.983333333333333,30.91304347826087,4.916666666666667
2021-06-16,0.02916666666666667,3.9333333333333336,30.125,2.9583333333333335
2021-06-17,0.6136363636363636,8.745454545454546,34.36363636363637,5.708333333333333
2021-06-18,0.43913043478260866,10.552173913043477,39.869565217391305,6.958333333333333
2021-06-19,0.05416666666666667,5.308333333333334,38.041666666666664,5.666666666666667
2021-06-20,0.2791666666666667,6.404166666666666,42.458333333333336,4.958333333333333
2021-06-21,0.020833333333333332,4.075,37.458333333333336,6.458333333333333
2021-06-22,0.0,3.045833333333333,19.916666666666668,3.0
2021-06-23,0.5958333333333333,7.233333333333333,30.666666666666668,4.708333333333333
2021-06-24,0.881818181818182,6.072727272727272,44.95454545454545,6.666666666666667
2021-06-25,0.6875,7.2250000000000005,37.875,7.541666666666667
2021-06-26,0.125,4.133333333333334,36.041666666666664,6.0
2021-06-27,0.25,2.65,41.166666666666664,8.75
2021-06-28,0.041666666666666664,4.883333333333334,34.333333333333336,5.0
2021-06-29,0.09166666666666667,9.883333333333333,21.416666666666668,4.791666666666667
2021-06-30,0.004166666666666667,6.478260869565218,27.125,4.916666666666667
2021-07-01,0.0,2.634782608695652,23.875,5.416666666666667
2021-07-02,0.0,2.3125,18.041666666666668,4.375
2021-07-03,0.2708333333333333,3.716666666666667,23.166666666666668,5.083333333333333
2021-07-04,0.025000000000000005,3.5208333333333335,25.208333333333332,5.666666666666667
2021-07-05,0.6083333333333333,6.529166666666666,34.166666666666664,10.958333333333334
2021-07-06,0.05652173913043478,6.782608695652174,31.26086956521739,18.375
2021-07-07,0.0,3.082608695652174,13.75,9.166666666666666
2021-07-08,0.0,8.04782608695652,10.91304347826087,4.791666666666667
2021-07-09,0.0,4.017391304347826,10.625,2.8333333333333335
2021-07-10,0.034782608695652174,3.7956521739130435,23.73913043478261,9.5
2021-07-11,0.004545454545454546,5.181818181818182,18.869565217391305,4.708333333333333
2021-07-12,0.08750000000000001,3.0217391304347827,29.291666666666668,4.25
2021-07-13,0.004347826086956522,4.943478260869566,28.26086956521739,5.0
2021-07-14,0.0782608695652174,6.904347826086957,37.08695652173913,6.083333333333333
2021-07-15,0.325,7.182608695652175,36.833333333333336,10.0
2021-07-16,0.0,4.9750000000000005,27.541666666666668,6.625
2021-07-17,0.0,3.522727272727273,17.136363636363637,6.875
2021-07-18,0.05217391304347826,1.9739130434782608,21.91304347826087,12.375
2021-07-19,0.07391304347826087,5.443478260869566,28.695652173913043,30.208333333333332
2021-07-20,0.0782608695652174,8.456521739130435,30.304347826086957,26.333333333333332
2021-07-21,0.0,2.341666666666667,20.708333333333332,5.083333333333333
2021-07-22,0.06086956521739131,5.839130434782609,20.82608695652174,6.916666666666667
2021-07-23,0.16086956521739132,7.952173913043478,33.52173913043478,7.125
2021-07-24,0.021739130434782608,6.956521739130435,30.08695652173913,10.916666666666666
2021-07-25,0.05000000000000001,4.266666666666667,38.208333333333336,27.375
2021-07-26,0.07916666666666668,8.4375,32.333333333333336,23.166666666666668
2021-07-27,0.021739130434782608,9.082608695652175,25.043478260869566,10.791666666666666
2021-07-28,0.013043478260869568,4.291304347826087,24.608695652173914,9.708333333333334
2021-07-29,0.0,6.9818181818181815,29.454545454545453,7.916666666666667
2021-07-30,0.0,2.8545454545454545,21.727272727272727,5.458333333333333
2021-07-31,0.23043478260869565,6.3999999999999995,22.0,3.7916666666666665
2021-08-01,0.004347826086956522,3.034782608695652,23.791666666666668,4.541666666666667
2021-08-02,0.022727272727272728,3.440909090909091,24.17391304347826,4.791666666666667
2021-08-03,0.3173913043478261,7.9173913043478255,27.782608695652176,9.75
2021-08-04,0.15217391304347827,11.534782608695652,32.0,11.625
2021-08-05,0.19523809523809527,9.352380952380953,37.5,12.291666666666666
2021-08-06,0.8347826086956521,9.02608695652174,42.21739130434783,14.083333333333334
2021-08-07,0.09130434782608696,6.547826086956522,40.56521739130435,14.166666666666666
2021-08-08,0.22083333333333333,5.2375,39.041666666666664,14.625
2021-08-09,0.2391304347826087,5.739130434782608,35.47826086956522,14.541666666666666
2021-08-10,0.13043478260869565,6.017391304347826,34.17391304347826,8.875
2021-08-11,0.2791666666666667,6.566666666666666,38.875,7.666666666666667
2021-08-12,0.07083333333333335,7.283333333333334,35.125,7.833333333333333
2021-08-13,0.1416666666666667,6.9750000000000005,32.333333333333336,9.625
2021-08-14,0.0,3.975,29.375,6.541666666666667
2021-08-15,0.020833333333333332,3.1999999999999997,24.625,3.8333333333333335
2021-08-16,0.041666666666666664,5.654166666666666,23.875,3.375
2021-08-17,0.13478260869565217,6.665217391304348,26.869565217391305,6.25
2021-08-18,0.06363636363636364,5.495454545454546,20.59090909090909,8.25
2021-08-19,0.004347826086956522,4.668181818181818,32.26086956521739,5.916666666666667
2021-08-20,0.09130434782608696,7.3999999999999995,34.73913043478261,9.833333333333334
2021-08-21,0.06521739130434782,5.608695652173913,26.08695652173913,11.625
2021-08-22,0.13181818181818183,5.713636363636364,34.40909090909091,11.583333333333334
2021-08-23,0.020833333333333332,3.7916666666666665,31.291666666666668,8.708333333333334
2021-08-24,0.4043478260869566,9.743478260869566,40.34782608695652,8.208333333333334
2021-08-25,0.43913043478260866,12.200000000000001,36.08695652173913,10.208333333333334
2021-08-26,0.1619047619047619,10.775,32.0,9.375
2021-08-27,0.17391304347826086,2.6363636363636362,27.217391304347824,6.583333333333333
2021-08-28,0.2434782608695652,4.352173913043478,27.08695652173913,5.041666666666667
2021-08-29,0.16521739130434782,4.743478260869565,30.391304347826086,8.458333333333334
2021-08-30,0.018181818181818184,6.277272727272727,31.545454545454547,5.958333333333333
2021-08-31,0.018181818181818184,4.913636363636364,25.318181818181817,4.833333333333333
2021-09-01,0.004347826086956522,3.9347826086956523,23.73913043478261,4.625
2021-09-02,0.0,4.547826086956522,24.391304347826086,3.3333333333333335
2021-09-03,0.009090909090909092,5.6499999999999995,16.772727272727273,2.2083333333333335
2021-09-04,0.12608695652173912,5.160869565217391,24.608695652173914,4.458333333333333
2021-09-05,0.004166666666666667,3.7708333333333335,31.916666666666668,6.25
2021-09-06,0.0,3.260869565217391,24.391304347826086,3.375
2021-09-07,0.6045454545454546,7.745454545454546,31.318181818181817,5.083333333333333
2021-09-08,0.02727272727272728,7.9772727272727275,31.0,5.333333333333333
2021-09-09,0.004545454545454546,6.168181818181818,21.136363636363637,3.875
2021-09-10,0.02916666666666667,9.01304347826087,19.5,4.208333333333333
2021-09-11,0.24545454545454548,6.304545454545454,33.68181818181818,4.666666666666667
2021-09-12,0.0391304347826087,4.239130434782608,33.130434782608695,5.625
2021-09-13,0.08333333333333333,7.5633333333333335,21.533333333333335,4.935483870967742
2021-09-14,,,,
2021-09-15,0.0,6.782608695652174,24.391304347826086,4.875
2021-09-16,0.05454545454545456,6.031818181818181,22.272727272727273,5.0
2021-09-17,,8.631818181818183,21.545454545454547,6.291666666666667
2021-09-18,,3.377272727272727,27.0,7.75
2021-09-19,,4.147826086956522,16.217391304347824,4.25
2021-09-20,,7.080952380952381,20.095238095238095,
2021-09-21,0.0608695652173913,4.9173913043478255,32.47826086956522,
2021-09-22,0.0,2.372727272727273,14.863636363636363,
2021-09-23,0.11363636363636363,5.2272727272727275,16.681818181818183,
2021-09-24,0.018181818181818184,8.127272727272727,16.94736842105263,
2021-09-25,0.06363636363636364,7.754545454545454,,4.708333333333333
2021-09-26,0.03636363636363637,7.0590909090909095,20.318181818181817,3.75
2021-09-27,0.13043478260869565,7.247826086956521,29.217391304347824,8.541666666666666
2021-09-28,0.0,5.404545454545455,16.90909090909091,2.0416666666666665
2021-09-29,0.0,7.160869565217391,16.91304347826087,3.0833333333333335
2021-09-30,0.0,4.1,13.272727272727273,1.8333333333333333
2021-10-01,0.6608695652173913,14.034782608695652,13.842105263157896,8.333333333333334
2021-10-02,0.36363636363636365,8.236363636363636,39.13636363636363,10.333333333333334
2021-10-03,0.0,7.304545454545454,15.136363636363637,18.5
2021-10-04,0.0,3.4909090909090907,9.608695652173912,3.6666666666666665
2021-10-05,0.0,6.4739130434782615,4.0,5.458333333333333
2021-10-06,0.0,6.381818181818182,10.736842105263158,5.166666666666667
2021-10-07,0.005,7.415000000000001,11.6,5.375
2021-10-08,0.0,6.021739130434782,18.782608695652176,4.916666666666667
2021-10-09,0.0,3.9136363636363636,19.454545454545453,5.041666666666667
2021-10-10,0.0,3.2954545454545454,22.59090909090909,5.625
2021-10-11,0.004347826086956522,4.1521739130434785,21.043478260869566,3.5
2021-10-12,0.0,6.791304347826086,19.52173913043478,4.75
2021-10-13,0.030434782608695653,11.856521739130434,12.590909090909092,7.375
2021-10-14,0.3619047619047619,10.145,27.22222222222222,7.958333333333333
2021-10-15,0.008695652173913044,16.34090909090909,8.363636363636363,4.583333333333333
2021-10-16,0.0,3.9217391304347826,24.652173913043477,1.625
2021-10-17,0.0,3.2086956521739127,25.782608695652176,1.1666666666666667
2021-10-18,0.004545454545454546,8.218181818181819,19.318181818181817,2.9583333333333335
2021-10-19,0.06521739130434782,12.382608695652175,25.523809523809526,6.25
2021-10-20,0.05,17.345454545454547,23.181818181818183,13.708333333333334
2021-10-21,0.009090909090909092,13.75,15.863636363636363,13.916666666666666
2021-10-22,0.0,3.9956521739130437,17.52173913043478,2.5833333333333335
2021-10-23,0.05833333333333334,8.5,12.363636363636363,5.291666666666667
2021-10-24,0.44166666666666665,12.8375,,10.125
2021-10-25,0.0,6.779166666666666,18.125,4.625
2021-10-26,0.0,3.295833333333333,11.125,2.5833333333333335
2021-10-27,0.0,5.4750000000000005,15.416666666666666,6.166666666666667
2021-10-28,0.020833333333333332,7.283333333333334,17.666666666666668,5.375
2021-10-29,0.0,5.170833333333333,20.041666666666668,6.75
2021-10-30,0.0,4.316666666666666,20.708333333333332,2.4166666666666665
2021-10-31,0.004166666666666667,3.8791666666666664,19.791666666666668,3.1666666666666665
2021-11-01,0.0,8.174999999999999,21.208333333333332,2.0833333333333335
2021-11-02,0.016666666666666666,10.866666666666667,17.583333333333332,3.6666666666666665
2021-11-03,0.03333333333333333,12.1,16.904761904761905,3.2083333333333335
2021-11-04,0.14583333333333334,20.150000000000002,,8.083333333333334
2021-11-05,0.17500000000000002,23.645833333333332,,9.041666666666666
2021-11-06,0.775,18.900000000000002,18.842105263157894,11.916666666666666
2021-11-07,0.2916666666666667,17.933333333333334,18.5,20.5
2021-11-08,0.6375000000000001,20.3875,,19.583333333333332
2021-11-09,0.05416666666666667,21.575,9.19047619047619,14.041666666666666
2021-11-10,0.05416666666666667,19.866666666666667,11.590909090909092,5.875
2021-11-11,0.016666666666666666,8.8125,24.041666666666668,5.333333333333333
2021-11-12,0.12083333333333333,9.204166666666667,22.666666666666668,7.708333333333333
2021-11-13,0.05416666666666667,5.920833333333333,16.083333333333332,3.2916666666666665
2021-11-14,0.004166666666666667,9.525,13.523809523809524,3.75
2021-11-15,0.004166666666666667,13.9625,10.285714285714286,4.125
2021-11-16,0.008333333333333333,14.179166666666667,13.541666666666666,3.9583333333333335
2021-11-17,0.004166666666666667,14.066666666666665,15.583333333333334,6.833333333333333
2021-11-18,0.0,6.466666666666666,21.75,8.541666666666666
2021-11-19,0.004166666666666667,8.533333333333333,21.125,3.4166666666666665
2021-11-20,0.20833333333333334,14.816666666666668,16.80952380952381,6.75
2021-11-21,0.075,12.291666666666666,16.19047619047619,11.5
2021-11-22,0.0,7.320833333333333,23.75,2.9166666666666665
2021-11-23,0.012500000000000002,16.245833333333334,17.083333333333332,3.4166666666666665
2021-11-24,0.6083333333333333,20.1875,15.666666666666666,9.0
2021-11-25,0.05000000000000001,18.1125,8.333333333333334,10.958333333333334
2021-11-26,0.0,6.679166666666667,21.416666666666668,2.5
2021-11-27,0.0,10.166666666666666,22.583333333333332,3.25
2021-11-28,0.0,9.579166666666667,22.5,6.666666666666667
2021-11-29,0.1125,31.358333333333334,,7.375
2021-11-30,0.05416666666666667,24.6875,9.454545454545455,11.166666666666666
2021-12-01,0.12083333333333333,14.924999999999999,20.083333333333332,6.041666666666667
2021-12-02,0.020833333333333332,7.8,21.0,9.875
2021-12-03,0.025000000000000005,8.154166666666667,29.375,2.5416666666666665
2021-12-04,0.10416666666666667,10.2875,22.916666666666668,4.333333333333333
2021-12-05,0.041666666666666664,11.404166666666667,20.875,4.416666666666667
2021-12-06,0.0,8.791666666666666,20.75,5.625
2021-12-07,0.0,11.5875,22.25,2.3333333333333335
2021-12-08,0.016666666666666666,20.5625,13.0,8.625
2021-12-09,0.03333333333333333,11.674999999999999,22.791666666666668,7.0
2021-12-10,0.14166666666666666,22.34583333333333,,19.041666666666668
2021-12-11,0.0625,6.5874999999999995,20.291666666666668,10.25
2021-12-12,0.18333333333333335,7.7625,25.458333333333332,3.0416666666666665
2021-12-13,0.325,15.195833333333333,16.458333333333332,6.375
2021-12-14,0.05833333333333334,10.504166666666666,19.166666666666668,6.041666666666667
2021-12-15,0.049999999999999996,11.866666666666667,17.75,4.083333333333333
2021-12-16,2.033333333333333,10.566666666666666,22.416666666666668,8.458333333333334
2021-12-17,0.0,7.495833333333334,22.416666666666668,2.5416666666666665
2021-12-18,0.0,5.4125000000000005,22.0,3.4583333333333335
2021-12-19,0.03333333333333333,10.304166666666667,23.17391304347826,3.2916666666666665
2021-12-20,0.4166666666666667,22.304166666666664,,8.291666666666666
2021-12-21,0.07916666666666668,10.704166666666666,22.291666666666668,6.958333333333333
2021-12-22,0.075,8.666666666666666,23.25,2.4583333333333335
2021-12-23,0.1125,9.758333333333333,23.958333333333332,2.6666666666666665
2021-12-24,0.0,9.629166666666666,18.458333333333332,13.25
2021-12-25,0.0,11.658333333333333,11.5,8.083333333333334
2021-12-26,0.0,6.3500000000000005,22.041666666666668,2.375
2021-12-27,0.0,6.841666666666666,16.125,2.9166666666666665
2021-12-28,0.0,13.195833333333333,14.083333333333334,8.041666666666666
2021-12-29,0.008333333333333333,14.7125,9.0,13.125
2021-12-30,0.0,13.216666666666667,12.875,6.916666666666667
2021-12-31,0.008333333333333333,15.666666666666666,7.083333333333333,14.166666666666666
2022-01-01,0.0,5.945833333333333,14.916666666666666,7.333333333333333
2022-01-02,0.0,5.495833333333334,27.166666666666668,0.041666666666666664
2022-01-03,0.13333333333333333,18.695833333333333,17.5,1.8333333333333333
2022-01-04,0.35833333333333334,21.0625,14.333333333333334,14.291666666666666
2022-01-05,0.225,12.1875,18.041666666666668,9.541666666666666
2022-01-06,0.10416666666666667,13.762500000000001,15.833333333333334,10.916666666666666
2022-01-07,0.08333333333333333,11.141666666666666,21.625,2.8333333333333335
2022-01-08,0.125,14.125,20.875,3.7916666666666665
2022-01-09,0.041666666666666664,6.558333333333334,25.416666666666668,6.166666666666667
2022-01-10,0.016666666666666666,6.679166666666667,29.333333333333332,2.9583333333333335
2022-01-11,0.07083333333333335,12.245833333333332,19.541666666666668,7.208333333333333
2022-01-12,0.1708333333333333,14.404166666666667,17.625,11.625
2022-01-13,0.025000000000000005,18.8625,13.333333333333334,9.625
2022-01-14,0.0375,4.595833333333333,28.25,1.5833333333333333
2022-01-15,0.2041666666666667,8.170833333333333,20.916666666666668,5.625
2022-01-16,0.09166666666666667,15.762500000000001,18.791666666666668,4.916666666666667
2022-01-17,0.0,8.541666666666666,28.416666666666668,3.1666666666666665
2022-01-18,0.09999999999999999,12.554166666666667,25.458333333333332,5.65
2022-01-19,0.10000000000000002,11.195833333333333,24.625,9.208333333333334
2022-01-20,0.08333333333333333,13.237499999999999,20.166666666666668,3.25
2022-01-21,0.15833333333333333,28.5625,11.625,6.916666666666667
2022-01-22,0.48333333333333334,28.09583333333333,14.333333333333334,10.875
2022-01-23,0.09166666666666667,12.516666666666666,25.416666666666668,3.1666666666666665
2022-01-24,0.30416666666666664,32.237500000000004,11.041666666666666,9.333333333333334
