Toronto North, (34021) Hourly, Sulphur dioxide (SO2) Concentrations,,,,,,,,,,,,,,,,,,,,,,,,
Station,Toronto North (34021),,,,,,,,,,,,,,,,,,,,,,,,,
Address,4905 Dufferin St., Eccc,,,,,,,,,,,,,,,,,,,,,,,,
Latitude,43.78047,,,,,,,,,,,,,,,,,,,,,,,,,
Longitude,-79.467372,,,,,,,,,,,,,,,,,,,,,,,,,
Elevation, 186 metres,,,,,,,,,,,,,,,,,,,,,,,,,
Air intake height,4 metres,,,,,,,,,,,,,,,,,,,,,,,,,
Pollutant,Sulphur Dioxide (sulphur dioxide SO2),,,,,,,,,,,,,,,,,,,,,,,,,
Unit, parts per billion (ppb),,,,,,,,,,,,,,,,,,,,,,,,,
Remarks, 9999 for invalid or missing data.,,,,,,,,,,,,,,,,,,,,,,,,,
Station ID,Pollutant,Date,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24
34021,Sulphur Dioxide,4/6/2021,9999,0.5,0.1,0.1,0.1,0.1,0.2,0.3,0.2,0.1,0.2,0.1,0.1,0.1,0,0.1,0.1,0.2,0.7,0.5,0.6,0.5,0.1,0.2
34021,Sulphur Dioxide,4/7/2021,0.1,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.4,0.3,0.3,0.3,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.4,0.4
34021,Sulphur Dioxide,4/8/2021,0.3,0.1,0.1,0,0.1,0.1,0.1,0.3,0.7,0.6,0.3,0.3,0.3,0.4,0.4,0.3,0.3,0.3,0.3,0.4,0.2,0.3,0.3,0.2
34021,Sulphur Dioxide,4/9/2021,0.1,9999,0.1,0.1,0.2,0.1,0,0.1,0.2,0.2,0.2,0.1,0.1,0.3,0.3,0.2,0.2,0.1,0.1,0,0,0,0,0
34021,Sulphur Dioxide,4/10/2021,0,0,0,0,0,0,0,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.2,0.2
34021,Sulphur Dioxide,4/11/2021,0.2,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0
34021,Sulphur Dioxide,4/12/2021,0,9999,0,0,0,0,0,0,0,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0
34021,Sulphur Dioxide,4/13/2021,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.2,0.6,0.5,0.4,0.2,0,0,0,0,0
34021,Sulphur Dioxide,4/14/2021,0,0,0,0,0,0,0,0.1,0.3,0.2,0.3,0.2,0.7,0.7,0.1,0,0,0,0,0,0,0,0,0
34021,Sulphur Dioxide,4/15/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34021,Sulphur Dioxide,4/16/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34021,Sulphur Dioxide,4/17/2021,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.1,0,0,0,0,0,0
34021,Sulphur Dioxide,4/18/2021,0,0,0,0,0,0,0,0,0.1,0.1,0,0.2,0.2,0.1,0.1,0,0.1,0.2,0.3,0.4,0.5,0.2,0.1,0
34021,Sulphur Dioxide,4/19/2021,0,0,0,0.1,0.1,0.3,0.2,0.3,0.6,1.1,1.6,2.4,1.7,0.7,0.7,1,0.7,0.2,0.1,0,0,0,0,0
34021,Sulphur Dioxide,4/20/2021,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34021,Sulphur Dioxide,4/21/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34021,Sulphur Dioxide,4/22/2021,0,0,0,0,0,0,0,0.1,0.1,0,0,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0.1
34021,Sulphur Dioxide,4/23/2021,0.1,0.1,0.1,0.1,0.1,0,0.1,0.2,0.2,0.1,0.2,0.2,0.4,0.4,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.2
34021,Sulphur Dioxide,4/24/2021,0.2,0.2,0.2,0.1,0.1,0.1,0.2,0.3,0.3,0.3,0.3,2.3,1.3,1.2,1.1,0.5,0.4,0.3,1.4,1.3,0.5,0.4,0.3,0.4
34021,Sulphur Dioxide,4/25/2021,0.4,9999,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
